year steric_MMCP2.6 steric_MMCP4.5 steric_MMCP6.0 steric_MMCP-break steric_MMCP8.5 steric_MMCP-feedback 
 9039 0.286 0.617 1.090 2.080 2.598 2.855 
 9040 0.286 0.616 1.091 2.081 2.598 2.855 
 9041 0.286 0.616 1.091 2.081 2.598 2.856 
 9042 0.286 0.616 1.091 2.082 2.598 2.855 
 9043 0.286 0.617 1.091 2.082 2.599 2.856 
 9044 0.286 0.617 1.091 2.081 2.598 2.854 
 9045 0.287 0.617 1.092 2.081 2.598 2.853 
 9046 0.287 0.617 1.092 2.080 2.599 2.853 
 9047 0.287 0.618 1.092 2.080 2.598 2.854 
 9048 0.287 0.618 1.091 2.080 2.598 2.854 
 9049 0.287 0.618 1.091 2.080 2.598 2.854 
 9050 0.286 0.618 1.092 2.079 2.597 2.854 
 9051 0.286 0.618 1.091 2.080 2.597 2.853 
 9052 0.287 0.617 1.092 2.079 2.597 2.854 
 9053 0.286 0.616 1.092 2.079 2.598 2.854 
 9054 0.286 0.616 1.092 2.079 2.598 2.854 
 9055 0.287 0.616 1.093 2.080 2.598 2.855 
 9056 0.287 0.616 1.093 2.080 2.598 2.855 
 9057 0.288 0.616 1.092 2.080 2.598 2.856 
 9058 0.288 0.617 1.092 2.080 2.598 2.857 
 9059 0.288 0.617 1.091 2.079 2.598 2.857 
 9060 0.287 0.618 1.091 2.079 2.598 2.857 
 9061 0.287 0.617 1.091 2.079 2.598 2.857 
 9062 0.287 0.617 1.092 2.079 2.598 2.858 
 9063 0.287 0.617 1.091 2.078 2.597 2.858 
 9064 0.286 0.617 1.091 2.078 2.597 2.857 
 9065 0.287 0.617 1.092 2.078 2.597 2.857 
 9066 0.287 0.617 1.092 2.079 2.597 2.858 
 9067 0.287 0.617 1.092 2.079 2.596 2.859 
 9068 0.288 0.617 1.093 2.079 2.597 2.859 
 9069 0.288 0.618 1.094 2.080 2.597 2.859 
 9070 0.288 0.619 1.095 2.081 2.597 2.860 
 9071 0.288 0.619 1.095 2.081 2.597 2.860 
 9072 0.287 0.619 1.095 2.082 2.597 2.861 
 9073 0.287 0.618 1.095 2.082 2.598 2.860 
 9074 0.287 0.618 1.095 2.082 2.597 2.859 
 9075 0.287 0.618 1.095 2.083 2.597 2.858 
 9076 0.287 0.618 1.095 2.082 2.597 2.858 
 9077 0.287 0.617 1.095 2.082 2.597 2.858 
 9078 0.287 0.617 1.095 2.082 2.596 2.858 
 9079 0.287 0.616 1.095 2.082 2.596 2.858 
 9080 0.287 0.617 1.095 2.082 2.596 2.859 
 9081 0.286 0.617 1.096 2.082 2.596 2.859 
 9082 0.286 0.617 1.095 2.083 2.597 2.860 
 9083 0.286 0.617 1.095 2.083 2.597 2.860 
 9084 0.287 0.618 1.094 2.083 2.598 2.859 
 9085 0.287 0.619 1.094 2.083 2.598 2.859 
 9086 0.287 0.619 1.094 2.083 2.598 2.859 
 9087 0.287 0.619 1.094 2.084 2.597 2.858 
 9088 0.287 0.619 1.093 2.083 2.597 2.859 
 9089 0.288 0.618 1.092 2.083 2.597 2.859 
 9090 0.288 0.618 1.093 2.083 2.598 2.859 
 9091 0.287 0.618 1.093 2.084 2.598 2.858 
 9092 0.288 0.618 1.093 2.083 2.597 2.859 
 9093 0.288 0.619 1.093 2.082 2.597 2.859 
 9094 0.288 0.619 1.094 2.082 2.596 2.859 
 9095 0.287 0.619 1.095 2.083 2.597 2.859 
 9096 0.287 0.619 1.095 2.084 2.597 2.859 
 9097 0.287 0.619 1.095 2.084 2.597 2.859 
 9098 0.286 0.620 1.094 2.084 2.597 2.859 
 9099 0.286 0.620 1.095 2.084 2.597 2.859 
 9100 0.286 0.619 1.095 2.083 2.596 2.858 
 9101 0.285 0.619 1.095 2.083 2.596 2.858 
 9102 0.285 0.619 1.095 2.082 2.595 2.857 
 9103 0.284 0.620 1.094 2.082 2.596 2.857 
 9104 0.285 0.619 1.095 2.082 2.596 2.857 
 9105 0.285 0.619 1.096 2.083 2.596 2.857 
 9106 0.286 0.618 1.096 2.083 2.596 2.857 
 9107 0.286 0.618 1.096 2.083 2.596 2.858 
 9108 0.286 0.618 1.097 2.083 2.596 2.858 
 9109 0.287 0.618 1.096 2.083 2.596 2.858 
 9110 0.288 0.618 1.096 2.083 2.595 2.858 
 9111 0.288 0.618 1.096 2.084 2.596 2.858 
 9112 0.289 0.617 1.097 2.084 2.595 2.857 
 9113 0.289 0.617 1.097 2.085 2.595 2.858 
 9114 0.288 0.617 1.098 2.085 2.595 2.858 
 9115 0.288 0.618 1.098 2.084 2.595 2.858 
 9116 0.287 0.618 1.097 2.084 2.595 2.857 
 9117 0.288 0.617 1.096 2.084 2.595 2.856 
 9118 0.288 0.616 1.095 2.084 2.595 2.856 
 9119 0.289 0.616 1.095 2.084 2.595 2.856 
 9120 0.289 0.616 1.095 2.085 2.595 2.857 
 9121 0.289 0.617 1.095 2.085 2.595 2.857 
 9122 0.289 0.618 1.095 2.085 2.596 2.857 
 9123 0.290 0.619 1.095 2.085 2.596 2.857 
 9124 0.290 0.619 1.095 2.085 2.596 2.858 
 9125 0.290 0.619 1.095 2.085 2.596 2.858 
 9126 0.289 0.619 1.095 2.084 2.595 2.858 
 9127 0.289 0.619 1.094 2.083 2.595 2.857 
 9128 0.288 0.619 1.095 2.082 2.595 2.858 
 9129 0.288 0.619 1.095 2.082 2.595 2.859 
 9130 0.288 0.619 1.095 2.083 2.595 2.859 
 9131 0.288 0.618 1.095 2.082 2.595 2.859 
 9132 0.288 0.619 1.095 2.082 2.596 2.859 
 9133 0.287 0.618 1.094 2.083 2.597 2.858 
 9134 0.287 0.618 1.094 2.083 2.598 2.859 
 9135 0.287 0.619 1.094 2.083 2.597 2.859 
 9136 0.287 0.619 1.095 2.084 2.597 2.859 
 9137 0.288 0.619 1.095 2.084 2.596 2.858 
 9138 0.287 0.619 1.095 2.084 2.595 2.858 
 9139 0.288 0.620 1.095 2.084 2.595 2.858 
 9140 0.288 0.620 1.095 2.085 2.594 2.859 
 9141 0.289 0.619 1.094 2.085 2.595 2.858 
 9142 0.289 0.618 1.094 2.085 2.596 2.857 
 9143 0.288 0.618 1.093 2.085 2.597 2.858 
 9144 0.289 0.619 1.093 2.085 2.597 2.858 
 9145 0.288 0.619 1.094 2.084 2.597 2.858 
 9146 0.289 0.619 1.094 2.084 2.597 2.858 
 9147 0.289 0.619 1.094 2.084 2.597 2.858 
 9148 0.288 0.618 1.094 2.085 2.598 2.858 
 9149 0.288 0.618 1.094 2.084 2.598 2.858 
 9150 0.288 0.619 1.094 2.084 2.598 2.858 
 9151 0.288 0.619 1.094 2.083 2.598 2.858 
 9152 0.288 0.619 1.094 2.083 2.598 2.858 
 9153 0.288 0.618 1.094 2.083 2.597 2.858 
 9154 0.288 0.618 1.094 2.083 2.596 2.858 
 9155 0.288 0.618 1.094 2.084 2.596 2.858 
 9156 0.288 0.618 1.094 2.084 2.596 2.858 
 9157 0.289 0.618 1.094 2.084 2.596 2.858 
 9158 0.289 0.618 1.094 2.085 2.597 2.859 
 9159 0.289 0.618 1.094 2.085 2.598 2.858 
 9160 0.289 0.618 1.095 2.085 2.597 2.858 
 9161 0.289 0.618 1.095 2.085 2.597 2.859 
 9162 0.289 0.616 1.094 2.085 2.597 2.859 
 9163 0.289 0.615 1.093 2.085 2.597 2.858 
 9164 0.289 0.615 1.093 2.085 2.597 2.857 
 9165 0.289 0.614 1.093 2.085 2.597 2.858 
 9166 0.290 0.615 1.093 2.085 2.597 2.858 
 9167 0.290 0.615 1.093 2.084 2.597 2.858 
 9168 0.290 0.615 1.093 2.083 2.596 2.859 
 9169 0.290 0.615 1.093 2.084 2.596 2.858 
 9170 0.289 0.615 1.094 2.085 2.597 2.858 
 9171 0.289 0.615 1.094 2.086 2.596 2.858 
 9172 0.289 0.615 1.094 2.086 2.597 2.858 
 9173 0.289 0.615 1.094 2.086 2.597 2.859 
 9174 0.290 0.615 1.095 2.087 2.596 2.859 
 9175 0.290 0.615 1.095 2.088 2.596 2.858 
 9176 0.290 0.615 1.097 2.087 2.597 2.858 
 9177 0.291 0.615 1.098 2.087 2.597 2.858 
 9178 0.291 0.615 1.097 2.087 2.596 2.859 
 9179 0.290 0.615 1.097 2.087 2.596 2.859 
 9180 0.290 0.615 1.096 2.087 2.597 2.858 
 9181 0.289 0.615 1.096 2.087 2.597 2.858 
 9182 0.289 0.616 1.096 2.087 2.597 2.859 
 9183 0.289 0.617 1.096 2.087 2.596 2.860 
 9184 0.288 0.617 1.096 2.086 2.596 2.859 
 9185 0.287 0.618 1.096 2.086 2.597 2.859 
 9186 0.288 0.617 1.096 2.086 2.597 2.860 
 9187 0.288 0.616 1.096 2.087 2.596 2.860 
 9188 0.288 0.616 1.097 2.086 2.595 2.859 
 9189 0.288 0.617 1.096 2.086 2.595 2.860 
 9190 0.289 0.616 1.096 2.087 2.595 2.860 
 9191 0.289 0.616 1.096 2.086 2.595 2.860 
 9192 0.289 0.616 1.097 2.086 2.596 2.859 
 9193 0.289 0.616 1.097 2.087 2.596 2.859 
 9194 0.289 0.618 1.097 2.087 2.597 2.859 
 9195 0.289 0.617 1.096 2.086 2.597 2.858 
 9196 0.289 0.617 1.096 2.086 2.597 2.857 
 9197 0.288 0.618 1.097 2.086 2.598 2.857 
 9198 0.288 0.618 1.097 2.086 2.598 2.858 
 9199 0.289 0.618 1.097 2.087 2.598 2.858 
 9200 0.289 0.618 1.097 2.087 2.598 2.858 
 9201 0.289 0.618 1.097 2.087 2.597 2.858 
 9202 0.290 0.618 1.096 2.086 2.598 2.859 
 9203 0.289 0.618 1.096 2.086 2.598 2.859 
 9204 0.289 0.618 1.096 2.085 2.598 2.859 
 9205 0.289 0.619 1.096 2.085 2.598 2.860 
 9206 0.288 0.619 1.097 2.085 2.598 2.860 
 9207 0.288 0.619 1.097 2.086 2.599 2.860 
 9208 0.288 0.619 1.098 2.086 2.599 2.860 
 9209 0.289 0.619 1.098 2.086 2.600 2.861 
 9210 0.289 0.619 1.098 2.086 2.601 2.862 
 9211 0.289 0.620 1.097 2.085 2.602 2.861 
 9212 0.289 0.621 1.097 2.085 2.602 2.861 
 9213 0.289 0.621 1.098 2.085 2.602 2.861 
 9214 0.288 0.621 1.098 2.086 2.601 2.862 
 9215 0.289 0.620 1.099 2.086 2.601 2.861 
 9216 0.289 0.619 1.098 2.086 2.600 2.861 
 9217 0.289 0.619 1.098 2.086 2.600 2.861 
 9218 0.289 0.620 1.098 2.085 2.600 2.861 
 9219 0.288 0.620 1.098 2.085 2.600 2.860 
 9220 0.288 0.620 1.098 2.084 2.599 2.859 
 9221 0.289 0.619 1.098 2.084 2.599 2.860 
 9222 0.289 0.620 1.097 2.084 2.599 2.860 
 9223 0.290 0.620 1.097 2.083 2.600 2.860 
 9224 0.290 0.621 1.098 2.083 2.599 2.860 
 9225 0.290 0.622 1.098 2.083 2.600 2.861 
 9226 0.291 0.622 1.098 2.083 2.600 2.860 
 9227 0.291 0.622 1.099 2.084 2.599 2.860 
 9228 0.292 0.621 1.099 2.084 2.599 2.860 
 9229 0.292 0.621 1.099 2.084 2.599 2.861 
 9230 0.291 0.621 1.099 2.084 2.599 2.860 
 9231 0.291 0.621 1.099 2.084 2.599 2.860 
 9232 0.290 0.620 1.099 2.084 2.599 2.860 
 9233 0.290 0.621 1.099 2.084 2.600 2.861 
 9234 0.290 0.622 1.099 2.085 2.600 2.861 
 9235 0.289 0.622 1.099 2.085 2.600 2.861 
 9236 0.289 0.622 1.099 2.085 2.601 2.861 
 9237 0.289 0.622 1.099 2.085 2.601 2.861 
 9238 0.289 0.622 1.099 2.085 2.601 2.860 
 9239 0.290 0.622 1.098 2.086 2.601 2.860 
 9240 0.290 0.623 1.098 2.086 2.601 2.860 
 9241 0.289 0.623 1.098 2.086 2.601 2.860 
 9242 0.289 0.622 1.098 2.087 2.601 2.860 
 9243 0.290 0.622 1.098 2.088 2.601 2.860 
 9244 0.290 0.621 1.098 2.088 2.601 2.860 
 9245 0.290 0.621 1.099 2.088 2.601 2.860 
 9246 0.290 0.621 1.099 2.088 2.601 2.860 
 9247 0.289 0.621 1.098 2.088 2.601 2.861 
 9248 0.289 0.621 1.098 2.089 2.602 2.861 
 9249 0.289 0.621 1.099 2.088 2.602 2.860 
 9250 0.288 0.622 1.100 2.089 2.602 2.860 
 9251 0.288 0.622 1.099 2.089 2.603 2.860 
 9252 0.288 0.622 1.098 2.089 2.603 2.861 
 9253 0.288 0.621 1.097 2.089 2.603 2.860 
 9254 0.288 0.620 1.098 2.090 2.602 2.860 
 9255 0.289 0.620 1.098 2.090 2.602 2.860 
 9256 0.289 0.620 1.099 2.090 2.602 2.860 
 9257 0.290 0.620 1.099 2.090 2.603 2.860 
 9258 0.290 0.621 1.098 2.091 2.602 2.860 
 9259 0.290 0.620 1.098 2.091 2.602 2.860 
 9260 0.290 0.620 1.099 2.091 2.602 2.859 
 9261 0.290 0.619 1.100 2.091 2.603 2.860 
 9262 0.290 0.620 1.100 2.091 2.603 2.860 
 9263 0.290 0.620 1.101 2.091 2.603 2.861 
 9264 0.289 0.620 1.100 2.091 2.604 2.860 
 9265 0.290 0.620 1.100 2.091 2.604 2.859 
 9266 0.290 0.620 1.099 2.091 2.603 2.860 
 9267 0.290 0.621 1.098 2.091 2.603 2.860 
 9268 0.289 0.621 1.098 2.091 2.603 2.861 
 9269 0.290 0.622 1.097 2.090 2.603 2.861 
 9270 0.289 0.622 1.097 2.089 2.603 2.860 
 9271 0.289 0.621 1.097 2.089 2.604 2.860 
 9272 0.289 0.620 1.097 2.089 2.603 2.859 
 9273 0.289 0.620 1.098 2.089 2.603 2.859 
 9274 0.288 0.620 1.099 2.088 2.602 2.859 
 9275 0.288 0.621 1.099 2.088 2.603 2.859 
 9276 0.288 0.620 1.099 2.089 2.602 2.859 
 9277 0.289 0.621 1.099 2.090 2.603 2.860 
 9278 0.289 0.621 1.099 2.089 2.603 2.859 
 9279 0.289 0.621 1.099 2.089 2.603 2.859 
 9280 0.289 0.622 1.099 2.089 2.602 2.859 
 9281 0.288 0.622 1.098 2.087 2.602 2.859 
 9282 0.288 0.621 1.098 2.087 2.602 2.858 
 9283 0.289 0.621 1.099 2.087 2.602 2.857 
 9284 0.288 0.621 1.099 2.087 2.603 2.857 
 9285 0.289 0.620 1.100 2.087 2.603 2.857 
 9286 0.289 0.620 1.100 2.087 2.603 2.857 
 9287 0.288 0.620 1.100 2.088 2.603 2.857 
 9288 0.288 0.621 1.100 2.088 2.603 2.857 
 9289 0.288 0.621 1.100 2.088 2.603 2.857 
 9290 0.288 0.620 1.099 2.088 2.603 2.857 
 9291 0.288 0.621 1.099 2.088 2.603 2.858 
 9292 0.287 0.622 1.100 2.088 2.603 2.858 
 9293 0.287 0.622 1.101 2.088 2.603 2.858 
 9294 0.286 0.622 1.101 2.088 2.603 2.857 
 9295 0.286 0.621 1.100 2.087 2.603 2.857 
 9296 0.287 0.621 1.100 2.087 2.603 2.856 
 9297 0.286 0.621 1.100 2.086 2.602 2.857 
 9298 0.287 0.621 1.099 2.086 2.602 2.857 
 9299 0.287 0.621 1.098 2.085 2.602 2.857 
 9300 0.287 0.621 1.098 2.086 2.602 2.857 
 9301 0.287 0.621 1.099 2.087 2.602 2.858 
 9302 0.287 0.622 1.099 2.088 2.602 2.858 
 9303 0.287 0.622 1.099 2.088 2.602 2.858 
 9304 0.287 0.621 1.100 2.088 2.603 2.858 
 9305 0.287 0.621 1.099 2.088 2.604 2.858 
 9306 0.286 0.620 1.099 2.089 2.605 2.858 
 9307 0.286 0.619 1.099 2.088 2.605 2.858 
 9308 0.286 0.619 1.099 2.088 2.604 2.857 
 9309 0.286 0.619 1.099 2.087 2.604 2.856 
 9310 0.286 0.620 1.100 2.087 2.604 2.856 
 9311 0.286 0.620 1.100 2.087 2.604 2.856 
 9312 0.287 0.621 1.099 2.087 2.603 2.857 
 9313 0.287 0.620 1.099 2.086 2.602 2.857 
 9314 0.287 0.620 1.100 2.086 2.602 2.857 
 9315 0.288 0.620 1.101 2.086 2.602 2.857 
 9316 0.288 0.620 1.101 2.087 2.603 2.857 
 9317 0.289 0.620 1.101 2.087 2.602 2.857 
 9318 0.289 0.620 1.101 2.088 2.602 2.856 
 9319 0.289 0.620 1.101 2.088 2.602 2.855 
 9320 0.289 0.620 1.101 2.089 2.601 2.855 
 9321 0.289 0.620 1.101 2.088 2.601 2.855 
 9322 0.289 0.620 1.102 2.087 2.602 2.855 
 9323 0.290 0.620 1.102 2.088 2.602 2.856 
 9324 0.289 0.620 1.102 2.088 2.602 2.857 
 9325 0.289 0.620 1.102 2.088 2.601 2.857 
 9326 0.288 0.620 1.103 2.088 2.601 2.857 
 9327 0.288 0.620 1.103 2.088 2.602 2.857 
 9328 0.288 0.621 1.103 2.088 2.603 2.856 
 9329 0.288 0.621 1.103 2.088 2.603 2.856 
 9330 0.288 0.621 1.103 2.088 2.603 2.856 
 9331 0.288 0.621 1.104 2.089 2.604 2.857 
 9332 0.289 0.621 1.104 2.089 2.603 2.857 
 9333 0.289 0.621 1.103 2.089 2.603 2.857 
 9334 0.289 0.620 1.103 2.089 2.603 2.858 
 9335 0.289 0.620 1.103 2.089 2.603 2.858 
 9336 0.289 0.620 1.103 2.089 2.603 2.857 
 9337 0.288 0.620 1.103 2.089 2.602 2.857 
 9338 0.288 0.620 1.103 2.089 2.602 2.857 
 9339 0.288 0.620 1.103 2.089 2.603 2.857 
 9340 0.288 0.621 1.103 2.089 2.603 2.857 
 9341 0.288 0.621 1.104 2.090 2.604 2.857 
 9342 0.289 0.621 1.105 2.090 2.603 2.857 
 9343 0.289 0.621 1.105 2.091 2.603 2.857 
 9344 0.288 0.621 1.105 2.091 2.603 2.856 
 9345 0.287 0.621 1.104 2.091 2.604 2.855 
 9346 0.287 0.621 1.105 2.091 2.604 2.855 
 9347 0.287 0.621 1.104 2.091 2.605 2.855 
 9348 0.287 0.621 1.104 2.091 2.606 2.855 
 9349 0.287 0.622 1.105 2.091 2.606 2.854 
 9350 0.288 0.622 1.105 2.090 2.607 2.854 
 9351 0.289 0.621 1.105 2.091 2.608 2.855 
 9352 0.289 0.621 1.105 2.091 2.608 2.856 
 9353 0.289 0.621 1.106 2.092 2.607 2.856 
 9354 0.289 0.621 1.105 2.093 2.607 2.856 
 9355 0.290 0.621 1.105 2.094 2.607 2.856 
 9356 0.290 0.621 1.105 2.094 2.607 2.856 
 9357 0.290 0.621 1.105 2.094 2.607 2.856 
 9358 0.290 0.622 1.105 2.093 2.607 2.855 
 9359 0.290 0.621 1.105 2.092 2.607 2.855 
 9360 0.290 0.621 1.105 2.091 2.607 2.855 
 9361 0.290 0.621 1.105 2.092 2.607 2.855 
 9362 0.289 0.621 1.104 2.092 2.608 2.855 
 9363 0.289 0.622 1.104 2.092 2.608 2.855 
 9364 0.289 0.622 1.104 2.092 2.608 2.855 
 9365 0.289 0.622 1.104 2.093 2.608 2.856 
 9366 0.289 0.623 1.104 2.093 2.608 2.856 
 9367 0.289 0.623 1.104 2.093 2.607 2.856 
 9368 0.289 0.622 1.104 2.093 2.607 2.857 
 9369 0.288 0.622 1.104 2.093 2.608 2.857 
 9370 0.289 0.622 1.104 2.093 2.608 2.857 
 9371 0.289 0.622 1.105 2.092 2.608 2.858 
 9372 0.288 0.622 1.104 2.093 2.608 2.858 
 9373 0.288 0.622 1.104 2.093 2.608 2.858 
 9374 0.288 0.621 1.103 2.093 2.607 2.857 
 9375 0.288 0.622 1.104 2.093 2.607 2.857 
 9376 0.288 0.622 1.103 2.093 2.607 2.857 
 9377 0.287 0.622 1.104 2.094 2.606 2.856 
 9378 0.288 0.622 1.104 2.094 2.607 2.857 
 9379 0.288 0.622 1.104 2.093 2.607 2.857 
 9380 0.289 0.622 1.104 2.094 2.607 2.857 
 9381 0.290 0.621 1.104 2.094 2.606 2.857 
 9382 0.290 0.621 1.104 2.094 2.606 2.857 
 9383 0.290 0.622 1.104 2.094 2.605 2.857 
 9384 0.289 0.622 1.104 2.094 2.606 2.857 
 9385 0.288 0.622 1.104 2.095 2.607 2.857 
 9386 0.288 0.622 1.105 2.096 2.607 2.857 
 9387 0.288 0.621 1.105 2.096 2.608 2.856 
 9388 0.289 0.621 1.105 2.096 2.609 2.856 
 9389 0.289 0.621 1.105 2.095 2.609 2.856 
 9390 0.289 0.621 1.105 2.095 2.608 2.856 
 9391 0.289 0.621 1.105 2.096 2.608 2.856 
 9392 0.289 0.621 1.105 2.097 2.608 2.856 
 9393 0.289 0.621 1.105 2.097 2.608 2.856 
 9394 0.289 0.621 1.104 2.098 2.608 2.856 
 9395 0.289 0.622 1.105 2.099 2.607 2.857 
 9396 0.288 0.622 1.106 2.099 2.607 2.857 
 9397 0.289 0.622 1.106 2.098 2.607 2.857 
 9398 0.289 0.622 1.105 2.098 2.607 2.857 
 9399 0.289 0.622 1.105 2.099 2.607 2.857 
 9400 0.288 0.622 1.106 2.098 2.607 2.856 
 9401 0.287 0.622 1.106 2.098 2.606 2.856 
 9402 0.287 0.623 1.106 2.097 2.606 2.856 
 9403 0.287 0.623 1.106 2.097 2.604 2.855 
 9404 0.287 0.623 1.106 2.097 2.604 2.856 
 9405 0.287 0.623 1.107 2.097 2.604 2.857 
 9406 0.287 0.623 1.107 2.098 2.604 2.857 
 9407 0.288 0.623 1.106 2.099 2.605 2.857 
 9408 0.287 0.623 1.106 2.099 2.605 2.857 
 9409 0.288 0.623 1.106 2.099 2.605 2.856 
 9410 0.288 0.623 1.107 2.099 2.606 2.856 
 9411 0.288 0.623 1.108 2.099 2.607 2.855 
 9412 0.289 0.622 1.108 2.099 2.607 2.854 
 9413 0.288 0.622 1.108 2.099 2.607 2.854 
 9414 0.286 0.621 1.107 2.098 2.607 2.854 
 9415 0.286 0.620 1.107 2.097 2.607 2.855 
 9416 0.286 0.621 1.107 2.097 2.608 2.855 
 9417 0.286 0.621 1.107 2.097 2.608 2.855 
 9418 0.286 0.621 1.108 2.098 2.608 2.856 
 9419 0.287 0.621 1.108 2.098 2.608 2.856 
 9420 0.287 0.622 1.108 2.098 2.609 2.857 
 9421 0.287 0.622 1.108 2.097 2.609 2.857 
 9422 0.288 0.622 1.107 2.097 2.608 2.858 
 9423 0.287 0.623 1.108 2.098 2.607 2.858 
 9424 0.287 0.622 1.109 2.097 2.608 2.858 
 9425 0.287 0.622 1.108 2.097 2.608 2.858 
 9426 0.288 0.622 1.108 2.097 2.607 2.858 
 9427 0.288 0.622 1.108 2.098 2.607 2.858 
 9428 0.288 0.623 1.107 2.098 2.606 2.858 
 9429 0.288 0.623 1.107 2.098 2.606 2.859 
 9430 0.288 0.622 1.108 2.098 2.605 2.859 
 9431 0.288 0.623 1.108 2.098 2.605 2.859 
 9432 0.288 0.622 1.108 2.097 2.606 2.859 
 9433 0.288 0.623 1.108 2.098 2.606 2.859 
 9434 0.287 0.623 1.109 2.098 2.606 2.859 
 9435 0.287 0.622 1.109 2.098 2.606 2.859 
 9436 0.287 0.622 1.110 2.098 2.607 2.858 
 9437 0.286 0.622 1.110 2.098 2.607 2.858 
 9438 0.287 0.622 1.110 2.098 2.607 2.857 
 9439 0.286 0.621 1.109 2.097 2.607 2.857 
 9440 0.286 0.622 1.108 2.096 2.608 2.857 
 9441 0.286 0.622 1.109 2.096 2.609 2.857 
 9442 0.286 0.622 1.108 2.096 2.609 2.857 
 9443 0.286 0.622 1.109 2.095 2.609 2.856 
 9444 0.285 0.622 1.109 2.095 2.609 2.856 
 9445 0.286 0.623 1.109 2.096 2.609 2.857 
 9446 0.287 0.624 1.109 2.095 2.609 2.857 
 9447 0.287 0.625 1.109 2.095 2.609 2.857 
 9448 0.287 0.625 1.110 2.096 2.609 2.857 
 9449 0.287 0.625 1.110 2.096 2.609 2.858 
 9450 0.287 0.624 1.110 2.096 2.609 2.858 
 9451 0.287 0.625 1.110 2.097 2.609 2.858 
 9452 0.287 0.626 1.110 2.098 2.609 2.858 
 9453 0.288 0.626 1.110 2.098 2.610 2.858 
 9454 0.289 0.625 1.109 2.098 2.610 2.857 
 9455 0.289 0.625 1.109 2.098 2.610 2.857 
 9456 0.289 0.625 1.109 2.098 2.611 2.857 
 9457 0.288 0.624 1.110 2.099 2.612 2.858 
 9458 0.289 0.624 1.109 2.099 2.613 2.858 
 9459 0.288 0.624 1.109 2.099 2.613 2.858 
 9460 0.288 0.624 1.109 2.099 2.612 2.858 
 9461 0.289 0.624 1.109 2.099 2.612 2.858 
 9462 0.289 0.624 1.108 2.099 2.612 2.858 
 9463 0.288 0.623 1.109 2.100 2.611 2.859 
 9464 0.288 0.623 1.109 2.101 2.611 2.860 
 9465 0.287 0.621 1.109 2.100 2.612 2.859 
 9466 0.287 0.621 1.109 2.100 2.612 2.859 
 9467 0.288 0.620 1.109 2.100 2.612 2.859 
 9468 0.288 0.621 1.110 2.100 2.611 2.858 
 9469 0.288 0.621 1.111 2.099 2.611 2.858 
 9470 0.288 0.622 1.111 2.099 2.612 2.859 
 9471 0.289 0.623 1.112 2.099 2.612 2.859 
 9472 0.289 0.623 1.112 2.099 2.612 2.860 
 9473 0.288 0.624 1.113 2.099 2.611 2.859 
 9474 0.288 0.624 1.113 2.099 2.611 2.859 
 9475 0.289 0.625 1.112 2.099 2.610 2.859 
 9476 0.289 0.624 1.112 2.099 2.610 2.859 
 9477 0.288 0.624 1.112 2.100 2.610 2.859 
 9478 0.289 0.624 1.111 2.099 2.611 2.859 
 9479 0.289 0.624 1.111 2.098 2.611 2.859 
 9480 0.289 0.624 1.112 2.098 2.612 2.859 
 9481 0.289 0.624 1.112 2.098 2.612 2.859 
 9482 0.289 0.623 1.112 2.098 2.612 2.860 
 9483 0.288 0.623 1.111 2.099 2.613 2.860 
 9484 0.288 0.624 1.111 2.099 2.612 2.861 
 9485 0.287 0.624 1.111 2.100 2.612 2.861 
 9486 0.287 0.625 1.111 2.101 2.612 2.861 
 9487 0.286 0.625 1.110 2.101 2.612 2.860 
 9488 0.286 0.625 1.111 2.101 2.611 2.861 
 9489 0.285 0.626 1.111 2.101 2.611 2.861 
 9490 0.285 0.625 1.110 2.102 2.611 2.861 
 9491 0.285 0.625 1.110 2.102 2.611 2.862 
 9492 0.286 0.625 1.111 2.102 2.610 2.862 
 9493 0.286 0.625 1.111 2.102 2.610 2.861 
 9494 0.285 0.625 1.111 2.102 2.610 2.862 
 9495 0.285 0.625 1.111 2.102 2.610 2.861 
 9496 0.286 0.626 1.111 2.102 2.610 2.861 
 9497 0.286 0.626 1.111 2.101 2.610 2.861 
 9498 0.287 0.626 1.112 2.102 2.611 2.861 
 9499 0.286 0.626 1.112 2.102 2.611 2.861 
 9500 0.287 0.626 1.113 2.102 2.611 2.861 
 9501 0.287 0.626 1.114 2.102 2.611 2.862 
 9502 0.286 0.626 1.113 2.102 2.610 2.862 
 9503 0.286 0.626 1.113 2.102 2.611 2.861 
 9504 0.286 0.627 1.113 2.101 2.611 2.861 
 9505 0.286 0.626 1.113 2.100 2.611 2.862 
 9506 0.286 0.626 1.113 2.100 2.611 2.861 
 9507 0.286 0.626 1.113 2.101 2.611 2.861 
 9508 0.285 0.626 1.113 2.101 2.611 2.861 
 9509 0.286 0.626 1.113 2.101 2.612 2.860 
 9510 0.285 0.626 1.114 2.102 2.612 2.860 
 9511 0.286 0.625 1.114 2.102 2.612 2.859 
 9512 0.286 0.627 1.114 2.102 2.612 2.858 
 9513 0.286 0.628 1.114 2.102 2.611 2.857 
 9514 0.286 0.628 1.114 2.102 2.610 2.859 
 9515 0.286 0.627 1.113 2.102 2.610 2.859 
 9516 0.285 0.627 1.113 2.103 2.610 2.859 
 9517 0.285 0.627 1.113 2.103 2.610 2.859 
 9518 0.286 0.628 1.113 2.103 2.610 2.860 
