year  AIS_MMCP2.6  AIS_MMCP4.5  AIS_MMCP6.0   AIS_MMCP-break  AIS_MMCP8.5 AIS_MMCP-feedback 
 5003 0.905 1.337 5.416 8.658 14.488 17.230 
 5004 0.906 1.337 5.416 8.659 14.490 17.235 
 5005 0.906 1.338 5.417 8.660 14.493 17.239 
 5006 0.907 1.338 5.418 8.661 14.496 17.244 
 5007 0.907 1.338 5.419 8.662 14.499 17.249 
 5008 0.908 1.338 5.419 8.663 14.501 17.254 
 5009 0.908 1.339 5.419 8.664 14.504 17.259 
 5010 0.908 1.339 5.420 8.665 14.505 17.263 
 5011 0.908 1.339 5.420 8.666 14.507 17.266 
 5012 0.908 1.339 5.420 8.667 14.509 17.270 
 5013 0.908 1.340 5.421 8.669 14.511 17.273 
 5014 0.909 1.340 5.421 8.670 14.514 17.277 
 5015 0.909 1.340 5.421 8.672 14.516 17.281 
 5016 0.909 1.341 5.421 8.673 14.518 17.286 
 5017 0.909 1.341 5.421 8.674 14.520 17.291 
 5018 0.909 1.341 5.422 8.675 14.522 17.296 
 5019 0.909 1.341 5.422 8.676 14.524 17.301 
 5020 0.909 1.341 5.423 8.678 14.526 17.304 
 5021 0.909 1.341 5.424 8.679 14.528 17.307 
 5022 0.910 1.341 5.424 8.680 14.531 17.312 
 5023 0.910 1.342 5.424 8.682 14.533 17.318 
 5024 0.910 1.342 5.424 8.683 14.535 17.324 
 5025 0.910 1.342 5.425 8.684 14.538 17.329 
 5026 0.910 1.342 5.425 8.686 14.541 17.333 
 5027 0.910 1.342 5.426 8.687 14.544 17.336 
 5028 0.910 1.343 5.426 8.688 14.548 17.339 
 5029 0.910 1.343 5.427 8.688 14.551 17.343 
 5030 0.910 1.344 5.427 8.689 14.554 17.347 
 5031 0.910 1.344 5.427 8.690 14.557 17.351 
 5032 0.911 1.344 5.428 8.692 14.560 17.355 
 5033 0.911 1.344 5.429 8.693 14.563 17.358 
 5034 0.911 1.345 5.430 8.694 14.566 17.361 
 5035 0.911 1.345 5.430 8.695 14.569 17.365 
 5036 0.911 1.346 5.431 8.696 14.571 17.368 
 5037 0.911 1.346 5.431 8.697 14.574 17.372 
 5038 0.911 1.346 5.432 8.698 14.576 17.375 
 5039 0.911 1.346 5.433 8.700 14.578 17.379 
 5040 0.910 1.347 5.434 8.701 14.581 17.381 
 5041 0.910 1.348 5.435 8.703 14.584 17.384 
 5042 0.910 1.348 5.435 8.703 14.587 17.388 
 5043 0.910 1.348 5.436 8.704 14.589 17.392 
 5044 0.910 1.348 5.436 8.705 14.592 17.397 
 5045 0.910 1.348 5.437 8.706 14.594 17.402 
 5046 0.910 1.349 5.438 8.706 14.596 17.406 
 5047 0.910 1.349 5.439 8.708 14.598 17.411 
 5048 0.911 1.349 5.439 8.709 14.600 17.415 
 5049 0.911 1.349 5.440 8.711 14.603 17.418 
 5050 0.911 1.350 5.440 8.712 14.606 17.421 
 5051 0.911 1.350 5.441 8.713 14.608 17.424 
 5052 0.911 1.350 5.441 8.714 14.611 17.428 
 5053 0.912 1.350 5.442 8.715 14.614 17.432 
 5054 0.912 1.350 5.442 8.716 14.617 17.437 
 5055 0.912 1.350 5.442 8.717 14.620 17.441 
 5056 0.912 1.350 5.443 8.718 14.624 17.445 
 5057 0.912 1.350 5.444 8.719 14.628 17.449 
 5058 0.912 1.350 5.444 8.720 14.632 17.453 
 5059 0.912 1.351 5.445 8.722 14.636 17.456 
 5060 0.912 1.351 5.446 8.723 14.639 17.460 
 5061 0.912 1.351 5.447 8.724 14.642 17.465 
 5062 0.912 1.351 5.448 8.725 14.644 17.470 
 5063 0.911 1.351 5.448 8.726 14.645 17.474 
 5064 0.911 1.351 5.448 8.727 14.647 17.477 
 5065 0.911 1.351 5.449 8.728 14.649 17.480 
 5066 0.911 1.352 5.449 8.729 14.651 17.483 
 5067 0.911 1.353 5.450 8.731 14.652 17.485 
 5068 0.911 1.354 5.450 8.731 14.654 17.488 
 5069 0.911 1.354 5.450 8.732 14.656 17.491 
 5070 0.911 1.355 5.450 8.733 14.658 17.495 
 5071 0.912 1.355 5.450 8.734 14.659 17.499 
 5072 0.912 1.355 5.451 8.736 14.661 17.502 
 5073 0.912 1.355 5.452 8.737 14.663 17.505 
 5074 0.912 1.355 5.453 8.739 14.664 17.509 
 5075 0.913 1.356 5.454 8.740 14.666 17.514 
 5076 0.913 1.356 5.454 8.741 14.668 17.519 
 5077 0.913 1.356 5.455 8.743 14.672 17.524 
 5078 0.913 1.356 5.455 8.744 14.675 17.529 
 5079 0.913 1.356 5.456 8.745 14.677 17.533 
 5080 0.913 1.357 5.456 8.747 14.679 17.538 
 5081 0.913 1.357 5.457 8.748 14.681 17.543 
 5082 0.913 1.357 5.457 8.750 14.682 17.547 
 5083 0.913 1.357 5.458 8.751 14.683 17.551 
 5084 0.913 1.357 5.459 8.753 14.685 17.554 
 5085 0.913 1.357 5.459 8.754 14.687 17.557 
 5086 0.913 1.358 5.459 8.756 14.688 17.560 
 5087 0.913 1.358 5.460 8.757 14.691 17.564 
 5088 0.913 1.358 5.460 8.759 14.693 17.569 
 5089 0.913 1.358 5.461 8.759 14.696 17.573 
 5090 0.914 1.358 5.461 8.760 14.698 17.576 
 5091 0.914 1.359 5.462 8.761 14.701 17.580 
 5092 0.914 1.360 5.462 8.762 14.704 17.584 
 5093 0.914 1.360 5.463 8.762 14.707 17.588 
 5094 0.914 1.360 5.463 8.763 14.710 17.591 
 5095 0.915 1.360 5.464 8.764 14.713 17.596 
 5096 0.915 1.360 5.465 8.765 14.716 17.602 
 5097 0.915 1.360 5.465 8.766 14.719 17.609 
 5098 0.915 1.360 5.466 8.767 14.721 17.615 
 5099 0.915 1.360 5.466 8.768 14.723 17.619 
 5100 0.915 1.360 5.466 8.769 14.725 17.621 
 5101 0.916 1.360 5.466 8.769 14.727 17.624 
 5102 0.916 1.360 5.466 8.770 14.729 17.628 
 5103 0.916 1.360 5.466 8.771 14.731 17.633 
 5104 0.916 1.360 5.466 8.772 14.733 17.639 
 5105 0.916 1.360 5.466 8.774 14.734 17.643 
 5106 0.916 1.361 5.466 8.775 14.736 17.645 
 5107 0.916 1.361 5.467 8.776 14.738 17.648 
 5108 0.916 1.361 5.468 8.777 14.740 17.652 
 5109 0.916 1.361 5.468 8.777 14.742 17.657 
 5110 0.916 1.361 5.468 8.778 14.745 17.661 
 5111 0.916 1.361 5.469 8.779 14.749 17.664 
 5112 0.916 1.362 5.469 8.780 14.752 17.668 
 5113 0.916 1.362 5.470 8.781 14.754 17.671 
 5114 0.917 1.362 5.470 8.782 14.757 17.675 
 5115 0.917 1.362 5.471 8.783 14.760 17.679 
 5116 0.917 1.362 5.472 8.784 14.763 17.683 
 5117 0.917 1.363 5.472 8.785 14.766 17.686 
 5118 0.918 1.363 5.472 8.786 14.768 17.689 
 5119 0.918 1.363 5.473 8.787 14.770 17.692 
 5120 0.918 1.363 5.473 8.788 14.772 17.696 
 5121 0.917 1.363 5.473 8.789 14.774 17.700 
 5122 0.917 1.363 5.474 8.790 14.776 17.705 
 5123 0.918 1.364 5.474 8.791 14.779 17.708 
 5124 0.918 1.364 5.474 8.792 14.781 17.712 
 5125 0.918 1.364 5.475 8.793 14.783 17.714 
 5126 0.919 1.364 5.475 8.794 14.784 17.717 
 5127 0.919 1.364 5.475 8.796 14.785 17.721 
 5128 0.919 1.365 5.476 8.797 14.787 17.726 
 5129 0.919 1.365 5.477 8.798 14.789 17.730 
 5130 0.920 1.365 5.478 8.798 14.791 17.734 
 5131 0.920 1.365 5.478 8.799 14.793 17.737 
 5132 0.920 1.365 5.478 8.800 14.795 17.740 
 5133 0.920 1.365 5.478 8.801 14.796 17.743 
 5134 0.920 1.365 5.478 8.801 14.798 17.748 
 5135 0.920 1.365 5.478 8.801 14.800 17.753 
 5136 0.920 1.365 5.478 8.802 14.802 17.757 
 5137 0.921 1.366 5.478 8.803 14.804 17.761 
 5138 0.921 1.366 5.479 8.804 14.806 17.765 
 5139 0.922 1.367 5.479 8.805 14.809 17.769 
 5140 0.922 1.367 5.480 8.806 14.811 17.772 
 5141 0.922 1.368 5.481 8.807 14.814 17.775 
 5142 0.922 1.368 5.482 8.808 14.816 17.779 
 5143 0.922 1.368 5.482 8.809 14.818 17.784 
 5144 0.922 1.369 5.482 8.810 14.821 17.789 
 5145 0.922 1.369 5.483 8.811 14.823 17.793 
 5146 0.922 1.369 5.484 8.813 14.826 17.797 
 5147 0.922 1.370 5.485 8.814 14.828 17.800 
 5148 0.922 1.370 5.485 8.815 14.830 17.804 
 5149 0.922 1.370 5.486 8.816 14.832 17.807 
 5150 0.923 1.370 5.486 8.817 14.835 17.811 
 5151 0.923 1.371 5.486 8.819 14.837 17.814 
 5152 0.923 1.371 5.486 8.820 14.840 17.818 
 5153 0.923 1.370 5.486 8.821 14.841 17.822 
 5154 0.923 1.370 5.486 8.822 14.843 17.827 
 5155 0.924 1.370 5.486 8.823 14.845 17.831 
 5156 0.924 1.370 5.487 8.824 14.846 17.836 
 5157 0.925 1.370 5.488 8.826 14.847 17.841 
 5158 0.925 1.370 5.488 8.827 14.848 17.846 
 5159 0.925 1.371 5.489 8.827 14.849 17.852 
 5160 0.926 1.371 5.489 8.827 14.851 17.858 
 5161 0.926 1.371 5.489 8.827 14.853 17.861 
 5162 0.927 1.371 5.490 8.829 14.854 17.864 
 5163 0.927 1.371 5.490 8.830 14.855 17.866 
 5164 0.928 1.371 5.490 8.832 14.857 17.870 
 5165 0.928 1.371 5.491 8.833 14.859 17.873 
 5166 0.929 1.371 5.491 8.834 14.861 17.875 
 5167 0.929 1.371 5.492 8.835 14.863 17.879 
 5168 0.930 1.371 5.492 8.836 14.865 17.882 
 5169 0.930 1.371 5.493 8.837 14.867 17.886 
 5170 0.930 1.371 5.494 8.838 14.869 17.889 
 5171 0.931 1.371 5.494 8.839 14.871 17.893 
 5172 0.931 1.372 5.495 8.840 14.873 17.898 
 5173 0.932 1.372 5.496 8.841 14.875 17.903 
 5174 0.932 1.373 5.496 8.842 14.877 17.908 
 5175 0.933 1.373 5.496 8.843 14.880 17.912 
 5176 0.933 1.373 5.497 8.845 14.882 17.917 
 5177 0.933 1.373 5.498 8.847 14.883 17.922 
 5178 0.933 1.373 5.498 8.848 14.884 17.928 
 5179 0.933 1.372 5.498 8.849 14.886 17.932 
 5180 0.933 1.372 5.499 8.850 14.888 17.937 
 5181 0.933 1.372 5.499 8.852 14.890 17.942 
 5182 0.934 1.373 5.500 8.853 14.892 17.947 
 5183 0.934 1.373 5.500 8.855 14.894 17.953 
 5184 0.934 1.373 5.500 8.856 14.895 17.957 
 5185 0.934 1.374 5.501 8.857 14.896 17.961 
 5186 0.934 1.374 5.502 8.859 14.898 17.964 
 5187 0.934 1.374 5.502 8.860 14.899 17.968 
 5188 0.934 1.374 5.503 8.860 14.901 17.972 
 5189 0.935 1.374 5.503 8.861 14.904 17.976 
 5190 0.935 1.374 5.503 8.861 14.906 17.980 
 5191 0.935 1.374 5.503 8.862 14.908 17.984 
 5192 0.935 1.374 5.504 8.863 14.910 17.989 
 5193 0.936 1.375 5.505 8.864 14.912 17.993 
 5194 0.936 1.375 5.505 8.865 14.914 17.996 
 5195 0.936 1.375 5.505 8.866 14.915 17.999 
 5196 0.936 1.375 5.505 8.868 14.917 18.003 
 5197 0.936 1.375 5.505 8.869 14.918 18.008 
 5198 0.937 1.375 5.505 8.869 14.920 18.013 
 5199 0.937 1.375 5.506 8.870 14.922 18.018 
 5200 0.937 1.375 5.506 8.871 14.924 18.022 
 5201 0.938 1.375 5.506 8.872 14.926 18.026 
 5202 0.938 1.375 5.507 8.873 14.927 18.029 
 5203 0.939 1.375 5.507 8.874 14.928 18.033 
 5204 0.939 1.375 5.508 8.875 14.929 18.037 
 5205 0.940 1.376 5.508 8.876 14.931 18.041 
 5206 0.941 1.376 5.508 8.877 14.932 18.047 
 5207 0.942 1.376 5.509 8.877 14.933 18.053 
 5208 0.942 1.377 5.509 8.878 14.935 18.060 
 5209 0.942 1.378 5.509 8.879 14.937 18.065 
 5210 0.942 1.378 5.510 8.880 14.939 18.070 
 5211 0.943 1.378 5.511 8.881 14.941 18.074 
 5212 0.942 1.379 5.512 8.882 14.942 18.079 
 5213 0.943 1.379 5.512 8.883 14.944 18.083 
 5214 0.943 1.379 5.512 8.884 14.947 18.088 
 5215 0.943 1.380 5.513 8.885 14.949 18.093 
 5216 0.944 1.380 5.513 8.885 14.951 18.099 
 5217 0.944 1.381 5.514 8.886 14.953 18.104 
 5218 0.944 1.381 5.514 8.887 14.955 18.109 
 5219 0.945 1.382 5.514 8.887 14.958 18.113 
 5220 0.946 1.382 5.515 8.889 14.960 18.117 
 5221 0.947 1.382 5.515 8.890 14.962 18.120 
 5222 0.947 1.382 5.516 8.892 14.964 18.124 
 5223 0.948 1.382 5.516 8.893 14.966 18.127 
 5224 0.949 1.382 5.516 8.894 14.968 18.130 
 5225 0.949 1.382 5.517 8.895 14.971 18.133 
 5226 0.949 1.382 5.518 8.895 14.973 18.137 
 5227 0.949 1.382 5.518 8.896 14.975 18.141 
 5228 0.949 1.382 5.518 8.897 14.978 18.145 
 5229 0.949 1.382 5.519 8.897 14.980 18.150 
 5230 0.949 1.382 5.519 8.898 14.982 18.154 
 5231 0.950 1.382 5.520 8.899 14.983 18.158 
 5232 0.950 1.382 5.520 8.900 14.985 18.161 
 5233 0.950 1.382 5.520 8.901 14.987 18.164 
 5234 0.950 1.382 5.521 8.901 14.990 18.166 
 5235 0.950 1.383 5.521 8.902 14.992 18.169 
 5236 0.950 1.383 5.521 8.903 14.994 18.173 
 5237 0.951 1.383 5.522 8.905 14.995 18.178 
 5238 0.951 1.383 5.523 8.906 14.997 18.184 
 5239 0.951 1.383 5.523 8.907 14.998 18.189 
 5240 0.952 1.384 5.523 8.908 15.000 18.194 
 5241 0.952 1.384 5.523 8.909 15.002 18.199 
 5242 0.952 1.384 5.523 8.911 15.004 18.203 
 5243 0.953 1.385 5.524 8.912 15.006 18.207 
 5244 0.953 1.385 5.525 8.913 15.008 18.210 
 5245 0.953 1.385 5.526 8.914 15.011 18.213 
 5246 0.953 1.385 5.526 8.915 15.013 18.217 
 5247 0.953 1.385 5.527 8.916 15.016 18.222 
 5248 0.953 1.385 5.527 8.917 15.018 18.226 
 5249 0.953 1.385 5.527 8.918 15.020 18.230 
 5250 0.953 1.385 5.527 8.919 15.022 18.234 
 5251 0.953 1.386 5.528 8.920 15.024 18.238 
 5252 0.953 1.386 5.528 8.922 15.026 18.243 
 5253 0.953 1.386 5.528 8.923 15.027 18.248 
 5254 0.953 1.386 5.529 8.923 15.028 18.252 
 5255 0.953 1.386 5.529 8.924 15.030 18.256 
 5256 0.953 1.386 5.529 8.925 15.032 18.259 
 5257 0.953 1.387 5.529 8.926 15.034 18.262 
 5258 0.953 1.387 5.529 8.927 15.036 18.266 
 5259 0.953 1.387 5.529 8.928 15.038 18.270 
 5260 0.953 1.387 5.529 8.929 15.041 18.274 
 5261 0.953 1.388 5.529 8.930 15.043 18.278 
 5262 0.953 1.388 5.529 8.932 15.045 18.283 
 5263 0.953 1.388 5.530 8.933 15.048 18.288 
 5264 0.953 1.388 5.531 8.934 15.050 18.293 
 5265 0.953 1.388 5.531 8.935 15.053 18.297 
 5266 0.953 1.388 5.531 8.936 15.055 18.300 
 5267 0.954 1.388 5.532 8.937 15.058 18.304 
 5268 0.954 1.388 5.532 8.939 15.061 18.307 
 5269 0.954 1.388 5.532 8.940 15.065 18.311 
 5270 0.954 1.389 5.532 8.941 15.068 18.316 
 5271 0.954 1.389 5.533 8.942 15.070 18.321 
 5272 0.954 1.389 5.534 8.943 15.072 18.325 
 5273 0.954 1.389 5.535 8.944 15.073 18.329 
 5274 0.954 1.389 5.536 8.945 15.075 18.333 
 5275 0.955 1.389 5.536 8.946 15.077 18.337 
 5276 0.955 1.390 5.536 8.947 15.080 18.342 
 5277 0.955 1.390 5.537 8.948 15.082 18.346 
 5278 0.955 1.391 5.537 8.948 15.085 18.351 
 5279 0.955 1.391 5.537 8.949 15.086 18.356 
 5280 0.955 1.391 5.537 8.949 15.088 18.361 
 5281 0.955 1.392 5.537 8.950 15.090 18.367 
 5282 0.955 1.392 5.538 8.952 15.092 18.372 
 5283 0.956 1.392 5.539 8.953 15.093 18.377 
 5284 0.956 1.392 5.540 8.954 15.094 18.381 
 5285 0.956 1.393 5.540 8.955 15.095 18.384 
 5286 0.957 1.393 5.540 8.956 15.098 18.387 
 5287 0.957 1.393 5.540 8.957 15.100 18.390 
 5288 0.957 1.394 5.541 8.957 15.102 18.392 
 5289 0.957 1.394 5.541 8.958 15.104 18.396 
 5290 0.956 1.394 5.541 8.960 15.106 18.401 
 5291 0.956 1.394 5.541 8.961 15.109 18.406 
 5292 0.956 1.394 5.542 8.962 15.111 18.410 
 5293 0.956 1.394 5.543 8.963 15.113 18.414 
 5294 0.956 1.394 5.543 8.964 15.115 18.418 
 5295 0.956 1.394 5.543 8.965 15.117 18.422 
 5296 0.957 1.394 5.544 8.966 15.119 18.426 
 5297 0.957 1.394 5.544 8.967 15.122 18.431 
 5298 0.957 1.394 5.545 8.967 15.124 18.435 
 5299 0.957 1.394 5.546 8.968 15.125 18.438 
 5300 0.957 1.394 5.546 8.968 15.127 18.441 
 5301 0.957 1.394 5.546 8.969 15.130 18.444 
 5302 0.958 1.395 5.546 8.969 15.132 18.448 
 5303 0.958 1.395 5.546 8.970 15.134 18.451 
 5304 0.958 1.395 5.546 8.972 15.136 18.453 
 5305 0.958 1.396 5.546 8.973 15.138 18.456 
 5306 0.959 1.396 5.547 8.975 15.140 18.459 
 5307 0.959 1.396 5.548 8.976 15.142 18.462 
 5308 0.959 1.396 5.548 8.977 15.144 18.465 
 5309 0.959 1.396 5.548 8.977 15.147 18.469 
 5310 0.959 1.396 5.548 8.978 15.150 18.473 
 5311 0.960 1.397 5.549 8.979 15.152 18.477 
 5312 0.960 1.397 5.549 8.980 15.155 18.481 
 5313 0.960 1.398 5.549 8.981 15.157 18.485 
 5314 0.961 1.398 5.550 8.981 15.159 18.492 
 5315 0.961 1.398 5.550 8.982 15.161 18.498 
 5316 0.961 1.398 5.551 8.983 15.163 18.503 
 5317 0.961 1.399 5.551 8.983 15.165 18.507 
 5318 0.961 1.399 5.551 8.984 15.166 18.510 
 5319 0.962 1.399 5.551 8.985 15.168 18.513 
 5320 0.962 1.400 5.552 8.985 15.170 18.516 
 5321 0.962 1.400 5.552 8.986 15.173 18.520 
 5322 0.963 1.400 5.552 8.987 15.175 18.523 
 5323 0.963 1.400 5.553 8.988 15.177 18.527 
 5324 0.963 1.400 5.553 8.989 15.179 18.530 
 5325 0.963 1.401 5.554 8.990 15.182 18.534 
 5326 0.963 1.401 5.555 8.991 15.186 18.538 
 5327 0.963 1.401 5.555 8.992 15.189 18.542 
 5328 0.963 1.401 5.555 8.993 15.191 18.546 
 5329 0.963 1.401 5.555 8.994 15.193 18.549 
 5330 0.963 1.402 5.555 8.994 15.196 18.553 
 5331 0.963 1.402 5.555 8.995 15.198 18.558 
 5332 0.963 1.403 5.556 8.996 15.200 18.564 
 5333 0.963 1.403 5.556 8.997 15.201 18.569 
 5334 0.963 1.403 5.556 8.998 15.202 18.573 
 5335 0.963 1.403 5.556 8.999 15.203 18.575 
 5336 0.963 1.403 5.556 9.000 15.205 18.578 
 5337 0.963 1.403 5.556 9.001 15.206 18.582 
 5338 0.964 1.404 5.557 9.002 15.208 18.586 
 5339 0.964 1.404 5.557 9.004 15.210 18.589 
 5340 0.964 1.404 5.558 9.005 15.213 18.593 
 5341 0.965 1.405 5.558 9.006 15.215 18.597 
 5342 0.965 1.405 5.558 9.007 15.216 18.600 
 5343 0.965 1.405 5.558 9.008 15.217 18.604 
 5344 0.965 1.405 5.559 9.010 15.218 18.607 
 5345 0.965 1.406 5.559 9.011 15.219 18.610 
 5346 0.965 1.406 5.560 9.012 15.222 18.613 
 5347 0.966 1.406 5.560 9.013 15.225 18.617 
 5348 0.966 1.405 5.560 9.014 15.227 18.622 
 5349 0.966 1.405 5.560 9.015 15.228 18.625 
 5350 0.966 1.405 5.560 9.015 15.230 18.630 
 5351 0.966 1.405 5.560 9.016 15.232 18.634 
 5352 0.966 1.405 5.560 9.017 15.234 18.638 
 5353 0.966 1.405 5.560 9.018 15.236 18.641 
 5354 0.966 1.406 5.560 9.019 15.239 18.644 
 5355 0.966 1.406 5.560 9.020 15.241 18.647 
 5356 0.966 1.406 5.560 9.022 15.243 18.650 
 5357 0.966 1.407 5.560 9.023 15.244 18.654 
 5358 0.966 1.407 5.560 9.023 15.246 18.658 
 5359 0.966 1.407 5.560 9.024 15.248 18.663 
 5360 0.966 1.407 5.561 9.025 15.250 18.667 
 5361 0.966 1.407 5.561 9.026 15.251 18.670 
 5362 0.967 1.407 5.562 9.027 15.253 18.674 
 5363 0.967 1.407 5.563 9.028 15.255 18.677 
 5364 0.967 1.407 5.564 9.029 15.256 18.682 
 5365 0.968 1.408 5.565 9.030 15.258 18.686 
 5366 0.968 1.409 5.565 9.030 15.260 18.690 
 5367 0.968 1.409 5.566 9.031 15.261 18.693 
 5368 0.968 1.408 5.566 9.032 15.263 18.696 
 5369 0.968 1.408 5.567 9.032 15.266 18.701 
 5370 0.968 1.409 5.567 9.033 15.268 18.705 
 5371 0.968 1.409 5.568 9.033 15.270 18.710 
 5372 0.968 1.409 5.568 9.034 15.272 18.713 
 5373 0.968 1.410 5.568 9.035 15.273 18.717 
 5374 0.968 1.410 5.568 9.036 15.274 18.720 
 5375 0.968 1.410 5.568 9.037 15.275 18.725 
 5376 0.968 1.410 5.568 9.038 15.277 18.729 
 5377 0.968 1.411 5.569 9.040 15.279 18.734 
 5378 0.969 1.412 5.570 9.041 15.282 18.738 
 5379 0.969 1.412 5.571 9.043 15.285 18.743 
 5380 0.969 1.412 5.572 9.044 15.287 18.747 
 5381 0.969 1.413 5.572 9.045 15.289 18.751 
 5382 0.969 1.413 5.572 9.045 15.291 18.754 
 5383 0.969 1.413 5.572 9.046 15.294 18.758 
 5384 0.969 1.414 5.572 9.047 15.297 18.763 
 5385 0.968 1.414 5.572 9.048 15.301 18.768 
 5386 0.968 1.415 5.573 9.050 15.303 18.772 
 5387 0.968 1.415 5.573 9.051 15.305 18.776 
 5388 0.968 1.415 5.574 9.052 15.307 18.780 
 5389 0.968 1.415 5.574 9.052 15.309 18.784 
 5390 0.968 1.415 5.575 9.053 15.312 18.787 
 5391 0.968 1.415 5.576 9.054 15.314 18.790 
 5392 0.968 1.416 5.576 9.055 15.316 18.795 
 5393 0.968 1.416 5.576 9.056 15.317 18.799 
 5394 0.968 1.416 5.577 9.058 15.319 18.802 
 5395 0.968 1.417 5.578 9.059 15.321 18.805 
 5396 0.968 1.417 5.578 9.060 15.322 18.808 
 5397 0.968 1.418 5.578 9.061 15.324 18.812 
 5398 0.968 1.418 5.578 9.062 15.325 18.816 
 5399 0.968 1.418 5.578 9.063 15.327 18.820 
 5400 0.968 1.418 5.578 9.063 15.328 18.823 
 5401 0.968 1.418 5.578 9.064 15.330 18.826 
 5402 0.969 1.419 5.578 9.064 15.332 18.829 
 5403 0.969 1.420 5.579 9.064 15.334 18.834 
 5404 0.969 1.420 5.579 9.065 15.336 18.838 
 5405 0.969 1.420 5.580 9.066 15.337 18.843 
 5406 0.969 1.420 5.581 9.067 15.339 18.847 
 5407 0.969 1.420 5.581 9.069 15.340 18.850 
 5408 0.969 1.420 5.581 9.070 15.342 18.854 
 5409 0.969 1.421 5.582 9.070 15.345 18.857 
 5410 0.969 1.421 5.582 9.072 15.348 18.862 
 5411 0.970 1.421 5.582 9.073 15.350 18.866 
 5412 0.970 1.422 5.582 9.075 15.352 18.870 
 5413 0.970 1.423 5.583 9.077 15.353 18.874 
 5414 0.970 1.423 5.583 9.078 15.355 18.877 
 5415 0.971 1.423 5.583 9.079 15.356 18.880 
 5416 0.971 1.423 5.584 9.080 15.358 18.884 
 5417 0.971 1.424 5.585 9.081 15.360 18.888 
 5418 0.972 1.424 5.585 9.082 15.362 18.891 
 5419 0.972 1.424 5.585 9.083 15.363 18.894 
 5420 0.972 1.424 5.586 9.084 15.364 18.896 
 5421 0.972 1.425 5.587 9.085 15.366 18.899 
 5422 0.972 1.425 5.587 9.085 15.368 18.901 
 5423 0.973 1.426 5.587 9.086 15.369 18.904 
 5424 0.973 1.427 5.587 9.087 15.370 18.907 
 5425 0.973 1.427 5.588 9.088 15.372 18.911 
 5426 0.973 1.427 5.588 9.088 15.373 18.915 
 5427 0.973 1.427 5.588 9.089 15.374 18.918 
 5428 0.973 1.428 5.589 9.090 15.375 18.920 
 5429 0.973 1.428 5.589 9.092 15.377 18.923 
 5430 0.973 1.428 5.590 9.093 15.379 18.926 
 5431 0.973 1.428 5.590 9.094 15.382 18.930 
 5432 0.973 1.428 5.590 9.094 15.384 18.934 
 5433 0.973 1.427 5.591 9.095 15.387 18.938 
 5434 0.973 1.427 5.591 9.096 15.389 18.943 
 5435 0.973 1.427 5.592 9.097 15.391 18.947 
 5436 0.973 1.427 5.592 9.099 15.392 18.951 
 5437 0.973 1.427 5.592 9.100 15.394 18.954 
 5438 0.973 1.427 5.593 9.102 15.395 18.957 
 5439 0.973 1.427 5.594 9.104 15.397 18.961 
 5440 0.973 1.428 5.594 9.105 15.399 18.967 
 5441 0.973 1.428 5.594 9.106 15.401 18.973 
 5442 0.974 1.428 5.594 9.107 15.402 18.978 
 5443 0.974 1.428 5.594 9.108 15.404 18.983 
 5444 0.974 1.429 5.594 9.109 15.406 18.987 
 5445 0.974 1.429 5.594 9.110 15.407 18.991 
 5446 0.974 1.429 5.594 9.111 15.409 18.994 
 5447 0.974 1.430 5.594 9.112 15.410 18.996 
 5448 0.975 1.430 5.594 9.113 15.412 18.998 
 5449 0.974 1.430 5.595 9.114 15.414 19.000 
 5450 0.974 1.431 5.595 9.115 15.416 19.003 
 5451 0.974 1.431 5.596 9.116 15.418 19.006 
 5452 0.975 1.431 5.596 9.118 15.419 19.008 
 5453 0.975 1.431 5.597 9.119 15.420 19.011 
 5454 0.974 1.431 5.598 9.119 15.421 19.014 
 5455 0.974 1.431 5.598 9.119 15.422 19.018 
 5456 0.975 1.431 5.598 9.120 15.423 19.024 
 5457 0.975 1.431 5.598 9.122 15.426 19.028 
 5458 0.975 1.432 5.599 9.123 15.428 19.032 
 5459 0.975 1.432 5.599 9.125 15.430 19.033 
 5460 0.974 1.433 5.600 9.127 15.431 19.035 
 5461 0.974 1.433 5.600 9.128 15.433 19.038 
 5462 0.974 1.433 5.601 9.129 15.435 19.041 
 5463 0.975 1.434 5.601 9.130 15.437 19.044 
 5464 0.975 1.434 5.601 9.130 15.438 19.048 
 5465 0.976 1.435 5.601 9.130 15.440 19.052 
 5466 0.976 1.436 5.602 9.131 15.442 19.056 
 5467 0.976 1.436 5.602 9.133 15.443 19.062 
 5468 0.977 1.436 5.603 9.134 15.445 19.067 
 5469 0.977 1.436 5.603 9.134 15.447 19.071 
