year  AIS_MMCP2.6  AIS_MMCP4.5  AIS_MMCP6.0   AIS_MMCP-break  AIS_MMCP8.5 AIS_MMCP-feedback 
10748 1.520 1.824 6.479 11.740 19.211 26.156 
10749 1.520 1.824 6.479 11.740 19.211 26.157 
10750 1.520 1.825 6.480 11.740 19.211 26.157 
10751 1.520 1.825 6.480 11.741 19.211 26.157 
10752 1.520 1.825 6.480 11.741 19.211 26.157 
10753 1.520 1.825 6.480 11.741 19.212 26.158 
10754 1.519 1.825 6.480 11.741 19.212 26.159 
10755 1.519 1.825 6.480 11.741 19.213 26.160 
10756 1.519 1.825 6.480 11.742 19.214 26.160 
10757 1.519 1.825 6.480 11.742 19.215 26.160 
10758 1.519 1.825 6.481 11.742 19.215 26.161 
10759 1.519 1.825 6.481 11.742 19.216 26.161 
10760 1.519 1.826 6.481 11.741 19.216 26.162 
10761 1.519 1.826 6.480 11.741 19.216 26.162 
10762 1.519 1.826 6.480 11.742 19.216 26.162 
10763 1.519 1.826 6.481 11.742 19.217 26.162 
10764 1.518 1.826 6.481 11.742 19.218 26.163 
10765 1.518 1.826 6.481 11.743 19.219 26.164 
10766 1.518 1.826 6.481 11.743 19.220 26.164 
10767 1.519 1.826 6.481 11.743 19.221 26.165 
10768 1.519 1.826 6.481 11.743 19.222 26.166 
10769 1.519 1.826 6.481 11.743 19.222 26.168 
10770 1.519 1.826 6.481 11.743 19.222 26.169 
10771 1.519 1.827 6.481 11.744 19.223 26.169 
10772 1.518 1.827 6.481 11.744 19.224 26.169 
10773 1.518 1.826 6.481 11.745 19.225 26.170 
10774 1.518 1.826 6.481 11.746 19.225 26.171 
10775 1.519 1.826 6.482 11.747 19.226 26.172 
10776 1.519 1.825 6.482 11.747 19.226 26.172 
10777 1.519 1.825 6.482 11.748 19.226 26.173 
10778 1.519 1.825 6.482 11.749 19.225 26.174 
10779 1.519 1.825 6.483 11.749 19.225 26.174 
10780 1.519 1.825 6.483 11.749 19.225 26.175 
10781 1.519 1.825 6.483 11.749 19.225 26.175 
10782 1.519 1.826 6.483 11.749 19.225 26.175 
10783 1.519 1.826 6.483 11.750 19.225 26.176 
10784 1.518 1.826 6.483 11.750 19.226 26.176 
10785 1.518 1.826 6.483 11.750 19.226 26.177 
10786 1.518 1.826 6.483 11.750 19.227 26.178 
10787 1.518 1.826 6.483 11.750 19.228 26.178 
10788 1.518 1.826 6.484 11.750 19.228 26.179 
10789 1.518 1.826 6.484 11.750 19.228 26.180 
10790 1.518 1.827 6.484 11.750 19.228 26.180 
10791 1.518 1.827 6.484 11.749 19.228 26.180 
10792 1.518 1.827 6.484 11.749 19.228 26.180 
10793 1.518 1.827 6.484 11.749 19.228 26.181 
10794 1.518 1.827 6.484 11.750 19.228 26.181 
10795 1.518 1.827 6.484 11.750 19.229 26.181 
10796 1.518 1.827 6.484 11.751 19.230 26.180 
10797 1.518 1.827 6.484 11.751 19.231 26.180 
10798 1.518 1.828 6.485 11.751 19.232 26.181 
10799 1.518 1.828 6.485 11.751 19.233 26.182 
10800 1.518 1.829 6.485 11.752 19.233 26.183 
10801 1.517 1.829 6.485 11.752 19.234 26.185 
10802 1.517 1.829 6.485 11.753 19.234 26.186 
10803 1.517 1.828 6.486 11.754 19.234 26.186 
10804 1.517 1.828 6.486 11.754 19.235 26.187 
10805 1.517 1.828 6.486 11.754 19.235 26.188 
10806 1.517 1.829 6.487 11.754 19.236 26.189 
10807 1.517 1.829 6.487 11.755 19.236 26.189 
10808 1.517 1.830 6.488 11.755 19.236 26.190 
10809 1.517 1.830 6.489 11.755 19.236 26.190 
10810 1.517 1.830 6.489 11.755 19.236 26.191 
10811 1.517 1.830 6.489 11.755 19.237 26.191 
10812 1.517 1.830 6.489 11.755 19.237 26.191 
10813 1.517 1.830 6.489 11.755 19.238 26.190 
10814 1.517 1.830 6.489 11.755 19.239 26.190 
10815 1.517 1.831 6.489 11.755 19.239 26.191 
10816 1.517 1.831 6.489 11.755 19.239 26.193 
10817 1.517 1.831 6.488 11.755 19.239 26.194 
10818 1.517 1.831 6.488 11.755 19.239 26.196 
10819 1.517 1.831 6.488 11.755 19.240 26.196 
10820 1.517 1.831 6.488 11.756 19.240 26.197 
10821 1.517 1.832 6.489 11.756 19.241 26.197 
10822 1.517 1.832 6.489 11.756 19.241 26.197 
10823 1.517 1.832 6.489 11.756 19.241 26.197 
10824 1.518 1.832 6.489 11.757 19.241 26.197 
10825 1.518 1.833 6.489 11.757 19.241 26.197 
10826 1.518 1.833 6.489 11.757 19.241 26.198 
10827 1.518 1.833 6.489 11.757 19.241 26.198 
10828 1.518 1.833 6.489 11.757 19.242 26.198 
10829 1.518 1.832 6.490 11.757 19.242 26.198 
10830 1.518 1.832 6.490 11.758 19.242 26.199 
10831 1.518 1.832 6.490 11.758 19.243 26.199 
10832 1.518 1.832 6.490 11.758 19.244 26.200 
10833 1.518 1.833 6.490 11.758 19.244 26.201 
10834 1.519 1.833 6.490 11.758 19.245 26.201 
10835 1.519 1.833 6.490 11.758 19.246 26.202 
10836 1.519 1.833 6.490 11.758 19.246 26.203 
10837 1.518 1.833 6.490 11.758 19.247 26.204 
10838 1.518 1.833 6.490 11.758 19.247 26.205 
10839 1.518 1.833 6.491 11.758 19.248 26.205 
10840 1.519 1.833 6.491 11.759 19.248 26.206 
10841 1.519 1.833 6.491 11.759 19.249 26.206 
10842 1.519 1.833 6.491 11.760 19.249 26.206 
10843 1.520 1.833 6.491 11.760 19.249 26.206 
10844 1.520 1.834 6.492 11.761 19.249 26.207 
10845 1.520 1.834 6.492 11.761 19.249 26.207 
10846 1.520 1.834 6.493 11.761 19.249 26.207 
10847 1.520 1.834 6.493 11.762 19.249 26.207 
10848 1.520 1.835 6.493 11.762 19.249 26.208 
10849 1.520 1.835 6.493 11.763 19.249 26.208 
10850 1.520 1.835 6.493 11.763 19.249 26.209 
10851 1.521 1.836 6.493 11.763 19.248 26.210 
10852 1.521 1.836 6.493 11.763 19.248 26.210 
10853 1.520 1.836 6.493 11.763 19.249 26.210 
10854 1.520 1.836 6.493 11.763 19.250 26.210 
10855 1.520 1.837 6.493 11.764 19.250 26.211 
10856 1.520 1.837 6.494 11.764 19.251 26.211 
10857 1.520 1.836 6.494 11.765 19.251 26.211 
10858 1.520 1.836 6.494 11.766 19.251 26.211 
10859 1.520 1.836 6.494 11.766 19.251 26.211 
10860 1.520 1.836 6.494 11.766 19.252 26.211 
10861 1.520 1.836 6.494 11.766 19.253 26.211 
10862 1.520 1.836 6.494 11.766 19.253 26.211 
10863 1.520 1.836 6.494 11.766 19.254 26.212 
10864 1.520 1.836 6.495 11.765 19.254 26.214 
10865 1.520 1.836 6.495 11.765 19.255 26.215 
10866 1.520 1.836 6.495 11.765 19.255 26.215 
10867 1.519 1.836 6.495 11.765 19.256 26.215 
10868 1.519 1.836 6.495 11.765 19.257 26.216 
10869 1.519 1.837 6.495 11.765 19.257 26.217 
10870 1.519 1.837 6.495 11.766 19.257 26.218 
10871 1.518 1.837 6.495 11.766 19.257 26.218 
10872 1.518 1.837 6.495 11.766 19.257 26.219 
10873 1.518 1.837 6.494 11.766 19.258 26.220 
10874 1.519 1.837 6.494 11.766 19.258 26.221 
10875 1.519 1.837 6.494 11.767 19.260 26.222 
10876 1.518 1.837 6.494 11.767 19.261 26.223 
10877 1.518 1.837 6.494 11.767 19.262 26.224 
10878 1.518 1.837 6.494 11.767 19.263 26.225 
10879 1.519 1.837 6.494 11.767 19.263 26.226 
10880 1.519 1.837 6.494 11.768 19.264 26.226 
10881 1.518 1.837 6.494 11.768 19.265 26.226 
10882 1.518 1.837 6.494 11.768 19.266 26.226 
10883 1.518 1.837 6.494 11.768 19.266 26.227 
10884 1.518 1.837 6.494 11.769 19.266 26.228 
10885 1.519 1.836 6.494 11.769 19.266 26.229 
10886 1.519 1.836 6.495 11.769 19.266 26.229 
10887 1.519 1.836 6.495 11.769 19.266 26.229 
10888 1.519 1.836 6.495 11.769 19.267 26.229 
10889 1.519 1.836 6.495 11.769 19.267 26.229 
10890 1.519 1.836 6.494 11.769 19.269 26.230 
10891 1.520 1.837 6.494 11.769 19.269 26.231 
10892 1.520 1.837 6.494 11.770 19.270 26.232 
10893 1.519 1.837 6.494 11.770 19.271 26.232 
10894 1.519 1.838 6.494 11.770 19.271 26.233 
10895 1.519 1.838 6.494 11.770 19.271 26.233 
10896 1.519 1.838 6.495 11.770 19.271 26.233 
10897 1.519 1.838 6.495 11.770 19.272 26.234 
10898 1.519 1.838 6.495 11.771 19.273 26.234 
10899 1.519 1.838 6.495 11.771 19.274 26.235 
10900 1.519 1.838 6.495 11.772 19.275 26.236 
10901 1.519 1.838 6.495 11.772 19.276 26.237 
10902 1.519 1.838 6.495 11.772 19.276 26.238 
10903 1.519 1.838 6.495 11.772 19.276 26.238 
10904 1.519 1.838 6.495 11.772 19.276 26.238 
10905 1.520 1.838 6.495 11.772 19.276 26.239 
10906 1.520 1.838 6.495 11.772 19.276 26.239 
10907 1.520 1.838 6.495 11.772 19.277 26.240 
10908 1.520 1.838 6.495 11.772 19.277 26.241 
10909 1.520 1.838 6.495 11.772 19.278 26.241 
10910 1.520 1.838 6.495 11.773 19.278 26.241 
10911 1.520 1.838 6.495 11.773 19.279 26.241 
10912 1.520 1.838 6.495 11.773 19.280 26.241 
10913 1.521 1.838 6.495 11.774 19.281 26.241 
10914 1.521 1.838 6.495 11.774 19.281 26.241 
10915 1.521 1.838 6.495 11.774 19.281 26.241 
10916 1.522 1.838 6.495 11.774 19.282 26.242 
10917 1.522 1.838 6.495 11.774 19.283 26.242 
10918 1.522 1.838 6.495 11.774 19.283 26.242 
10919 1.522 1.838 6.495 11.774 19.283 26.243 
10920 1.522 1.838 6.495 11.774 19.283 26.244 
10921 1.522 1.837 6.495 11.774 19.284 26.244 
10922 1.522 1.837 6.495 11.774 19.285 26.244 
10923 1.522 1.836 6.495 11.774 19.285 26.245 
10924 1.522 1.836 6.495 11.775 19.285 26.246 
10925 1.522 1.836 6.495 11.775 19.284 26.246 
10926 1.522 1.836 6.495 11.775 19.284 26.247 
10927 1.522 1.836 6.495 11.775 19.284 26.248 
10928 1.522 1.836 6.495 11.774 19.284 26.249 
10929 1.522 1.836 6.495 11.774 19.285 26.249 
10930 1.522 1.836 6.495 11.774 19.286 26.250 
10931 1.521 1.837 6.495 11.775 19.287 26.250 
10932 1.521 1.837 6.496 11.775 19.287 26.251 
10933 1.521 1.836 6.496 11.775 19.288 26.252 
10934 1.521 1.836 6.495 11.775 19.289 26.253 
10935 1.521 1.836 6.495 11.775 19.289 26.254 
10936 1.521 1.836 6.495 11.775 19.290 26.256 
10937 1.521 1.836 6.496 11.776 19.290 26.257 
10938 1.521 1.836 6.496 11.776 19.290 26.258 
10939 1.521 1.836 6.496 11.777 19.290 26.258 
10940 1.522 1.836 6.496 11.777 19.291 26.259 
10941 1.522 1.836 6.496 11.777 19.291 26.260 
10942 1.522 1.835 6.496 11.777 19.292 26.261 
10943 1.522 1.835 6.496 11.777 19.294 26.262 
10944 1.522 1.835 6.496 11.776 19.295 26.263 
10945 1.521 1.835 6.497 11.776 19.296 26.263 
10946 1.521 1.835 6.497 11.776 19.296 26.263 
10947 1.521 1.835 6.497 11.776 19.296 26.263 
10948 1.521 1.835 6.497 11.776 19.296 26.263 
10949 1.521 1.835 6.498 11.776 19.296 26.264 
10950 1.520 1.835 6.498 11.776 19.295 26.265 
10951 1.520 1.835 6.498 11.777 19.295 26.266 
10952 1.520 1.835 6.497 11.778 19.295 26.267 
10953 1.520 1.835 6.497 11.778 19.296 26.268 
10954 1.519 1.835 6.498 11.779 19.298 26.269 
10955 1.519 1.835 6.498 11.779 19.299 26.269 
10956 1.519 1.835 6.498 11.779 19.299 26.269 
10957 1.518 1.835 6.498 11.779 19.299 26.269 
10958 1.518 1.835 6.498 11.780 19.299 26.270 
10959 1.518 1.834 6.498 11.781 19.299 26.271 
10960 1.519 1.834 6.498 11.781 19.299 26.271 
10961 1.519 1.834 6.498 11.782 19.299 26.271 
10962 1.519 1.833 6.499 11.782 19.300 26.271 
10963 1.519 1.833 6.499 11.782 19.301 26.271 
10964 1.519 1.833 6.499 11.782 19.301 26.272 
10965 1.518 1.833 6.499 11.782 19.301 26.272 
10966 1.518 1.833 6.499 11.782 19.301 26.273 
10967 1.518 1.833 6.499 11.783 19.301 26.273 
10968 1.518 1.833 6.500 11.783 19.301 26.274 
10969 1.518 1.833 6.500 11.783 19.302 26.275 
10970 1.518 1.832 6.500 11.783 19.302 26.276 
10971 1.518 1.832 6.500 11.783 19.303 26.276 
10972 1.518 1.832 6.500 11.783 19.303 26.277 
10973 1.518 1.831 6.500 11.783 19.302 26.277 
10974 1.519 1.831 6.500 11.784 19.302 26.277 
10975 1.519 1.831 6.500 11.785 19.302 26.278 
10976 1.519 1.832 6.500 11.785 19.302 26.278 
10977 1.519 1.832 6.500 11.786 19.301 26.278 
10978 1.519 1.832 6.500 11.787 19.301 26.278 
10979 1.519 1.832 6.500 11.787 19.300 26.278 
10980 1.519 1.832 6.500 11.787 19.300 26.279 
10981 1.519 1.832 6.500 11.787 19.300 26.280 
10982 1.519 1.832 6.500 11.787 19.300 26.282 
10983 1.519 1.832 6.500 11.788 19.300 26.282 
10984 1.518 1.832 6.500 11.789 19.300 26.283 
10985 1.518 1.832 6.500 11.789 19.300 26.283 
10986 1.518 1.832 6.500 11.789 19.301 26.284 
10987 1.518 1.832 6.500 11.789 19.301 26.284 
10988 1.518 1.832 6.500 11.789 19.301 26.284 
10989 1.518 1.832 6.500 11.789 19.301 26.284 
10990 1.517 1.832 6.500 11.789 19.301 26.284 
10991 1.517 1.832 6.500 11.788 19.301 26.285 
10992 1.517 1.832 6.500 11.788 19.300 26.286 
10993 1.518 1.833 6.500 11.788 19.300 26.287 
10994 1.518 1.833 6.501 11.788 19.301 26.289 
10995 1.518 1.833 6.501 11.788 19.302 26.290 
10996 1.518 1.833 6.501 11.788 19.302 26.291 
10997 1.518 1.833 6.501 11.789 19.302 26.291 
10998 1.518 1.833 6.501 11.790 19.302 26.292 
10999 1.518 1.833 6.501 11.790 19.302 26.292 
11000 1.518 1.833 6.501 11.791 19.302 26.293 
11001 1.518 1.834 6.501 11.791 19.302 26.294 
11002 1.518 1.834 6.501 11.791 19.302 26.295 
11003 1.518 1.834 6.502 11.791 19.302 26.295 
11004 1.518 1.834 6.502 11.791 19.302 26.295 
11005 1.518 1.834 6.502 11.790 19.303 26.295 
11006 1.518 1.834 6.502 11.790 19.305 26.295 
11007 1.518 1.834 6.501 11.790 19.306 26.295 
11008 1.518 1.834 6.501 11.791 19.306 26.295 
11009 1.518 1.834 6.501 11.791 19.307 26.295 
11010 1.518 1.834 6.502 11.791 19.307 26.295 
11011 1.518 1.834 6.502 11.792 19.308 26.295 
11012 1.518 1.834 6.502 11.792 19.309 26.295 
11013 1.518 1.834 6.502 11.792 19.310 26.295 
11014 1.518 1.834 6.502 11.792 19.310 26.296 
11015 1.518 1.834 6.503 11.792 19.310 26.296 
11016 1.518 1.834 6.503 11.792 19.310 26.297 
11017 1.518 1.834 6.503 11.792 19.310 26.297 
11018 1.518 1.834 6.503 11.792 19.310 26.297 
11019 1.518 1.834 6.503 11.793 19.309 26.297 
11020 1.518 1.834 6.504 11.793 19.309 26.297 
11021 1.518 1.834 6.504 11.794 19.309 26.298 
11022 1.518 1.834 6.504 11.795 19.309 26.298 
11023 1.518 1.835 6.504 11.796 19.310 26.298 
11024 1.518 1.835 6.504 11.796 19.310 26.298 
11025 1.518 1.835 6.505 11.796 19.309 26.298 
11026 1.518 1.835 6.505 11.796 19.309 26.299 
11027 1.518 1.835 6.505 11.796 19.310 26.299 
11028 1.519 1.835 6.505 11.796 19.310 26.300 
11029 1.519 1.835 6.505 11.796 19.310 26.301 
11030 1.519 1.834 6.505 11.796 19.311 26.302 
11031 1.519 1.834 6.505 11.796 19.312 26.303 
11032 1.519 1.834 6.505 11.796 19.312 26.304 
11033 1.519 1.834 6.504 11.797 19.313 26.305 
11034 1.520 1.834 6.504 11.797 19.314 26.306 
11035 1.520 1.834 6.505 11.797 19.315 26.307 
11036 1.520 1.834 6.505 11.797 19.316 26.308 
11037 1.520 1.834 6.505 11.797 19.317 26.308 
11038 1.520 1.834 6.505 11.797 19.318 26.308 
11039 1.520 1.834 6.505 11.797 19.319 26.308 
11040 1.520 1.834 6.505 11.797 19.319 26.308 
11041 1.520 1.834 6.504 11.798 19.319 26.309 
11042 1.521 1.834 6.504 11.798 19.319 26.310 
11043 1.521 1.834 6.504 11.798 19.319 26.311 
11044 1.521 1.834 6.504 11.799 19.319 26.312 
11045 1.521 1.835 6.504 11.800 19.319 26.312 
11046 1.521 1.835 6.504 11.800 19.320 26.313 
11047 1.521 1.835 6.504 11.800 19.320 26.313 
11048 1.521 1.835 6.504 11.800 19.320 26.314 
11049 1.521 1.835 6.504 11.800 19.320 26.315 
11050 1.522 1.835 6.504 11.800 19.321 26.315 
11051 1.522 1.835 6.504 11.800 19.321 26.316 
11052 1.522 1.835 6.504 11.800 19.321 26.316 
11053 1.521 1.835 6.504 11.800 19.321 26.316 
11054 1.521 1.835 6.504 11.800 19.322 26.315 
11055 1.522 1.834 6.504 11.800 19.322 26.316 
11056 1.522 1.834 6.504 11.801 19.323 26.316 
11057 1.522 1.834 6.504 11.801 19.323 26.318 
11058 1.522 1.835 6.504 11.802 19.324 26.318 
11059 1.522 1.835 6.504 11.802 19.324 26.319 
11060 1.522 1.834 6.504 11.803 19.325 26.319 
11061 1.522 1.834 6.505 11.803 19.326 26.320 
11062 1.522 1.835 6.505 11.804 19.327 26.321 
11063 1.522 1.835 6.505 11.804 19.328 26.321 
11064 1.522 1.835 6.505 11.804 19.328 26.320 
11065 1.523 1.835 6.505 11.805 19.329 26.320 
11066 1.523 1.835 6.505 11.805 19.329 26.321 
11067 1.523 1.835 6.505 11.805 19.329 26.321 
11068 1.523 1.835 6.505 11.806 19.329 26.321 
11069 1.523 1.835 6.505 11.806 19.330 26.322 
11070 1.523 1.834 6.506 11.806 19.330 26.323 
11071 1.523 1.834 6.506 11.806 19.329 26.325 
11072 1.523 1.834 6.506 11.805 19.329 26.326 
11073 1.523 1.835 6.506 11.804 19.330 26.328 
11074 1.523 1.835 6.505 11.804 19.330 26.328 
11075 1.523 1.835 6.505 11.804 19.331 26.328 
11076 1.523 1.835 6.506 11.804 19.332 26.328 
11077 1.523 1.836 6.506 11.804 19.333 26.328 
11078 1.523 1.837 6.506 11.804 19.333 26.328 
11079 1.523 1.837 6.505 11.805 19.333 26.328 
11080 1.524 1.836 6.505 11.805 19.334 26.328 
11081 1.524 1.836 6.505 11.805 19.335 26.328 
11082 1.524 1.836 6.505 11.805 19.336 26.328 
11083 1.525 1.836 6.505 11.805 19.336 26.328 
11084 1.525 1.837 6.506 11.805 19.336 26.329 
11085 1.525 1.837 6.506 11.805 19.336 26.329 
11086 1.524 1.837 6.506 11.805 19.335 26.329 
11087 1.524 1.837 6.506 11.805 19.335 26.329 
11088 1.524 1.837 6.506 11.805 19.336 26.330 
11089 1.524 1.838 6.506 11.806 19.336 26.331 
11090 1.523 1.838 6.506 11.806 19.336 26.332 
11091 1.523 1.838 6.505 11.806 19.336 26.332 
11092 1.523 1.838 6.505 11.807 19.335 26.333 
11093 1.523 1.838 6.505 11.807 19.336 26.333 
11094 1.523 1.838 6.505 11.808 19.337 26.334 
11095 1.523 1.838 6.505 11.809 19.338 26.335 
11096 1.523 1.838 6.505 11.809 19.339 26.335 
11097 1.523 1.839 6.505 11.809 19.340 26.335 
11098 1.522 1.839 6.505 11.809 19.341 26.335 
11099 1.522 1.839 6.505 11.809 19.341 26.336 
11100 1.522 1.840 6.504 11.810 19.342 26.337 
11101 1.522 1.840 6.504 11.810 19.342 26.338 
11102 1.521 1.840 6.504 11.811 19.342 26.338 
11103 1.521 1.840 6.503 11.811 19.343 26.338 
11104 1.521 1.841 6.503 11.811 19.343 26.339 
11105 1.521 1.841 6.503 11.811 19.344 26.340 
11106 1.521 1.841 6.503 11.811 19.344 26.341 
11107 1.522 1.841 6.503 11.811 19.345 26.342 
11108 1.522 1.841 6.504 11.811 19.346 26.343 
11109 1.522 1.841 6.504 11.811 19.346 26.343 
11110 1.522 1.841 6.504 11.812 19.346 26.344 
11111 1.522 1.842 6.505 11.812 19.346 26.345 
11112 1.522 1.842 6.505 11.813 19.347 26.345 
11113 1.522 1.842 6.504 11.813 19.347 26.346 
11114 1.521 1.842 6.504 11.813 19.348 26.348 
11115 1.521 1.843 6.505 11.813 19.348 26.349 
11116 1.521 1.843 6.505 11.813 19.348 26.350 
11117 1.521 1.843 6.505 11.813 19.349 26.350 
11118 1.522 1.843 6.505 11.814 19.349 26.351 
11119 1.522 1.843 6.505 11.814 19.349 26.351 
11120 1.522 1.843 6.505 11.815 19.350 26.352 
11121 1.522 1.843 6.505 11.816 19.350 26.352 
11122 1.522 1.843 6.506 11.816 19.350 26.353 
11123 1.522 1.843 6.506 11.816 19.351 26.354 
11124 1.522 1.843 6.506 11.816 19.351 26.354 
11125 1.522 1.842 6.506 11.816 19.351 26.355 
11126 1.522 1.842 6.506 11.816 19.351 26.355 
11127 1.522 1.842 6.506 11.816 19.352 26.356 
11128 1.522 1.842 6.507 11.816 19.353 26.357 
11129 1.522 1.842 6.507 11.816 19.354 26.358 
11130 1.522 1.842 6.507 11.816 19.355 26.358 
11131 1.523 1.842 6.507 11.815 19.355 26.358 
11132 1.523 1.842 6.507 11.815 19.355 26.358 
11133 1.523 1.842 6.507 11.815 19.356 26.359 
11134 1.523 1.842 6.506 11.815 19.356 26.359 
11135 1.523 1.842 6.506 11.815 19.357 26.359 
11136 1.523 1.842 6.506 11.815 19.358 26.359 
11137 1.523 1.842 6.506 11.815 19.359 26.360 
11138 1.523 1.842 6.506 11.815 19.359 26.360 
11139 1.523 1.842 6.506 11.815 19.359 26.360 
11140 1.524 1.842 6.506 11.815 19.359 26.360 
11141 1.524 1.841 6.506 11.815 19.360 26.360 
11142 1.524 1.841 6.506 11.815 19.360 26.360 
11143 1.524 1.841 6.507 11.816 19.360 26.360 
11144 1.524 1.841 6.507 11.816 19.360 26.360 
11145 1.524 1.841 6.507 11.817 19.360 26.360 
11146 1.524 1.841 6.507 11.817 19.360 26.361 
11147 1.524 1.842 6.508 11.818 19.361 26.362 
11148 1.524 1.842 6.508 11.818 19.362 26.362 
11149 1.524 1.842 6.508 11.819 19.363 26.363 
11150 1.524 1.842 6.508 11.820 19.363 26.363 
11151 1.524 1.842 6.508 11.821 19.363 26.363 
11152 1.524 1.842 6.508 11.821 19.364 26.363 
11153 1.524 1.842 6.508 11.821 19.364 26.364 
11154 1.524 1.842 6.508 11.821 19.364 26.364 
11155 1.524 1.842 6.508 11.821 19.364 26.364 
11156 1.524 1.842 6.509 11.821 19.364 26.364 
11157 1.524 1.842 6.509 11.821 19.364 26.364 
11158 1.524 1.842 6.509 11.821 19.364 26.364 
11159 1.524 1.842 6.509 11.822 19.365 26.364 
11160 1.524 1.842 6.508 11.822 19.365 26.365 
11161 1.524 1.842 6.508 11.821 19.366 26.366 
11162 1.524 1.842 6.508 11.821 19.367 26.367 
11163 1.524 1.842 6.509 11.822 19.367 26.368 
11164 1.524 1.841 6.509 11.823 19.367 26.369 
11165 1.525 1.841 6.509 11.824 19.368 26.369 
11166 1.525 1.841 6.509 11.824 19.368 26.369 
11167 1.525 1.841 6.509 11.824 19.369 26.369 
11168 1.525 1.841 6.509 11.824 19.370 26.370 
11169 1.525 1.840 6.509 11.824 19.370 26.371 
11170 1.525 1.840 6.510 11.825 19.370 26.373 
11171 1.525 1.840 6.510 11.825 19.370 26.374 
11172 1.525 1.840 6.510 11.825 19.370 26.374 
11173 1.525 1.840 6.510 11.825 19.369 26.373 
11174 1.525 1.840 6.511 11.825 19.368 26.373 
11175 1.525 1.840 6.511 11.826 19.368 26.374 
11176 1.524 1.840 6.511 11.826 19.368 26.375 
11177 1.524 1.840 6.511 11.826 19.369 26.375 
11178 1.525 1.840 6.511 11.826 19.369 26.375 
11179 1.525 1.841 6.511 11.826 19.369 26.376 
11180 1.525 1.841 6.511 11.825 19.369 26.376 
11181 1.526 1.841 6.512 11.825 19.369 26.376 
11182 1.526 1.841 6.512 11.826 19.370 26.377 
11183 1.526 1.842 6.512 11.826 19.370 26.377 
11184 1.526 1.842 6.512 11.826 19.370 26.378 
11185 1.526 1.842 6.512 11.826 19.371 26.378 
11186 1.526 1.842 6.512 11.826 19.372 26.379 
11187 1.526 1.842 6.513 11.826 19.372 26.380 
11188 1.526 1.842 6.513 11.826 19.373 26.381 
11189 1.527 1.842 6.513 11.826 19.373 26.382 
11190 1.527 1.842 6.513 11.826 19.373 26.383 
11191 1.527 1.842 6.512 11.826 19.374 26.383 
11192 1.527 1.842 6.512 11.826 19.374 26.383 
11193 1.526 1.842 6.512 11.827 19.375 26.383 
11194 1.526 1.843 6.512 11.827 19.376 26.383 
11195 1.526 1.843 6.512 11.827 19.376 26.383 
11196 1.526 1.844 6.512 11.828 19.377 26.384 
11197 1.526 1.844 6.512 11.828 19.377 26.384 
11198 1.527 1.844 6.512 11.828 19.377 26.385 
11199 1.527 1.844 6.512 11.828 19.377 26.385 
11200 1.526 1.844 6.512 11.828 19.377 26.385 
11201 1.526 1.844 6.512 11.828 19.378 26.386 
11202 1.526 1.845 6.513 11.828 19.378 26.387 
11203 1.526 1.845 6.513 11.828 19.379 26.388 
11204 1.526 1.845 6.513 11.828 19.380 26.388 
11205 1.526 1.846 6.514 11.828 19.380 26.388 
11206 1.526 1.846 6.514 11.828 19.381 26.388 
11207 1.526 1.846 6.514 11.828 19.381 26.388 
11208 1.527 1.846 6.514 11.828 19.381 26.389 
11209 1.527 1.846 6.514 11.828 19.380 26.390 
11210 1.527 1.846 6.514 11.828 19.380 26.391 
11211 1.527 1.846 6.514 11.828 19.380 26.392 
11212 1.527 1.847 6.514 11.828 19.381 26.393 
11213 1.527 1.847 6.514 11.828 19.381 26.394 
11214 1.527 1.847 6.514 11.828 19.382 26.394 
11215 1.528 1.847 6.514 11.828 19.383 26.395 
11216 1.528 1.847 6.515 11.827 19.383 26.396 
11217 1.528 1.848 6.515 11.827 19.384 26.397 
11218 1.529 1.848 6.515 11.827 19.385 26.398 
11219 1.529 1.848 6.515 11.827 19.385 26.398 
11220 1.529 1.848 6.515 11.827 19.386 26.398 
11221 1.529 1.848 6.515 11.827 19.386 26.398 
11222 1.529 1.848 6.515 11.828 19.386 26.398 
11223 1.529 1.848 6.515 11.828 19.387 26.399 
11224 1.529 1.848 6.515 11.828 19.387 26.399 
11225 1.529 1.848 6.515 11.829 19.387 26.398 
11226 1.529 1.848 6.515 11.829 19.387 26.398 
11227 1.529 1.848 6.515 11.830 19.388 26.399 
11228 1.529 1.848 6.515 11.830 19.389 26.399 
11229 1.529 1.849 6.515 11.831 19.389 26.399 
11230 1.529 1.849 6.515 11.831 19.388 26.399 
11231 1.529 1.849 6.515 11.832 19.389 26.400 
11232 1.529 1.849 6.515 11.832 19.390 26.400 
11233 1.529 1.849 6.516 11.832 19.391 26.400 
11234 1.529 1.850 6.516 11.833 19.391 26.400 
11235 1.528 1.850 6.516 11.833 19.392 26.400 
11236 1.528 1.850 6.517 11.834 19.392 26.400 
11237 1.528 1.850 6.517 11.835 19.393 26.401 
11238 1.528 1.850 6.517 11.835 19.393 26.401 
11239 1.528 1.850 6.517 11.835 19.393 26.401 
11240 1.528 1.850 6.517 11.835 19.393 26.401 
11241 1.528 1.850 6.517 11.836 19.394 26.402 
11242 1.528 1.850 6.517 11.837 19.395 26.403 
11243 1.527 1.850 6.517 11.837 19.396 26.404 
11244 1.527 1.850 6.517 11.837 19.397 26.405 
