year glaciers_MMCP2.6 glaciers_MMCP4.5 glaciers_MMCP6.0 glaciers_MMCP-break glaciers_MMCP8.5 glaciers_MMCP-feedback 
10737 0.236 0.238 0.239 0.240 0.240 0.240 
10738 0.236 0.238 0.239 0.240 0.240 0.240 
10739 0.236 0.238 0.239 0.240 0.240 0.240 
10740 0.236 0.238 0.239 0.240 0.240 0.240 
10741 0.236 0.238 0.239 0.240 0.240 0.240 
10742 0.236 0.238 0.239 0.240 0.240 0.240 
10743 0.236 0.238 0.239 0.240 0.240 0.240 
10744 0.236 0.238 0.239 0.240 0.240 0.240 
10745 0.236 0.238 0.239 0.240 0.240 0.240 
10746 0.236 0.238 0.239 0.240 0.240 0.240 
10747 0.236 0.238 0.239 0.240 0.240 0.240 
10748 0.236 0.238 0.239 0.240 0.240 0.240 
10749 0.236 0.238 0.239 0.240 0.240 0.240 
10750 0.236 0.238 0.239 0.240 0.240 0.240 
10751 0.236 0.238 0.239 0.240 0.240 0.240 
10752 0.236 0.238 0.239 0.240 0.240 0.240 
10753 0.236 0.238 0.239 0.240 0.240 0.240 
10754 0.236 0.238 0.239 0.240 0.240 0.240 
10755 0.236 0.238 0.239 0.240 0.240 0.240 
10756 0.236 0.238 0.239 0.240 0.240 0.240 
10757 0.236 0.238 0.239 0.240 0.240 0.240 
10758 0.236 0.238 0.239 0.240 0.240 0.240 
10759 0.236 0.238 0.239 0.240 0.240 0.240 
10760 0.236 0.238 0.239 0.240 0.240 0.240 
10761 0.236 0.238 0.239 0.240 0.240 0.240 
10762 0.236 0.238 0.239 0.240 0.240 0.240 
10763 0.236 0.238 0.239 0.240 0.240 0.240 
10764 0.236 0.238 0.239 0.240 0.240 0.240 
10765 0.236 0.238 0.239 0.240 0.240 0.240 
10766 0.236 0.238 0.239 0.240 0.240 0.240 
10767 0.236 0.238 0.239 0.240 0.240 0.240 
10768 0.236 0.238 0.239 0.240 0.240 0.240 
10769 0.236 0.238 0.239 0.240 0.240 0.240 
10770 0.236 0.238 0.239 0.240 0.240 0.240 
10771 0.236 0.238 0.239 0.240 0.240 0.240 
10772 0.236 0.238 0.239 0.240 0.240 0.240 
10773 0.236 0.238 0.239 0.240 0.240 0.240 
10774 0.236 0.238 0.239 0.240 0.240 0.240 
10775 0.236 0.238 0.239 0.240 0.240 0.240 
10776 0.236 0.238 0.239 0.240 0.240 0.240 
10777 0.236 0.238 0.239 0.240 0.240 0.240 
10778 0.236 0.238 0.239 0.240 0.240 0.240 
10779 0.236 0.238 0.239 0.240 0.240 0.240 
10780 0.236 0.238 0.239 0.240 0.240 0.240 
10781 0.236 0.238 0.239 0.240 0.240 0.240 
10782 0.236 0.238 0.239 0.240 0.240 0.240 
10783 0.236 0.238 0.239 0.240 0.240 0.240 
10784 0.236 0.238 0.239 0.240 0.240 0.240 
10785 0.236 0.238 0.239 0.240 0.240 0.240 
10786 0.236 0.238 0.239 0.240 0.240 0.240 
10787 0.236 0.238 0.239 0.240 0.240 0.240 
10788 0.236 0.238 0.239 0.240 0.240 0.240 
10789 0.236 0.238 0.239 0.240 0.240 0.240 
10790 0.236 0.238 0.239 0.240 0.240 0.240 
10791 0.236 0.238 0.239 0.240 0.240 0.240 
10792 0.236 0.238 0.239 0.240 0.240 0.240 
10793 0.236 0.238 0.239 0.240 0.240 0.240 
10794 0.236 0.238 0.239 0.240 0.240 0.240 
10795 0.236 0.238 0.239 0.240 0.240 0.240 
10796 0.236 0.238 0.239 0.240 0.240 0.240 
10797 0.236 0.238 0.239 0.240 0.240 0.240 
10798 0.236 0.238 0.239 0.240 0.240 0.240 
10799 0.236 0.238 0.239 0.240 0.240 0.240 
10800 0.236 0.238 0.239 0.240 0.240 0.240 
10801 0.236 0.238 0.239 0.240 0.240 0.240 
10802 0.236 0.238 0.239 0.240 0.240 0.240 
10803 0.236 0.238 0.239 0.240 0.240 0.240 
10804 0.236 0.238 0.239 0.240 0.240 0.240 
10805 0.236 0.238 0.239 0.240 0.240 0.240 
10806 0.236 0.238 0.239 0.240 0.240 0.240 
10807 0.236 0.238 0.239 0.240 0.240 0.240 
10808 0.236 0.238 0.239 0.240 0.240 0.240 
10809 0.236 0.238 0.239 0.240 0.240 0.240 
10810 0.236 0.238 0.239 0.240 0.240 0.240 
10811 0.236 0.238 0.239 0.240 0.240 0.240 
10812 0.236 0.238 0.239 0.240 0.240 0.240 
10813 0.236 0.238 0.239 0.240 0.240 0.240 
10814 0.236 0.238 0.239 0.240 0.240 0.240 
10815 0.236 0.238 0.239 0.240 0.240 0.240 
10816 0.236 0.238 0.239 0.240 0.240 0.240 
10817 0.236 0.238 0.239 0.240 0.240 0.240 
10818 0.236 0.238 0.239 0.240 0.240 0.240 
10819 0.236 0.238 0.239 0.240 0.240 0.240 
10820 0.236 0.238 0.239 0.240 0.240 0.240 
10821 0.236 0.238 0.239 0.240 0.240 0.240 
10822 0.236 0.238 0.239 0.240 0.240 0.240 
10823 0.236 0.238 0.239 0.240 0.240 0.240 
10824 0.236 0.238 0.239 0.240 0.240 0.240 
10825 0.236 0.238 0.239 0.240 0.240 0.240 
10826 0.236 0.238 0.239 0.240 0.240 0.240 
10827 0.236 0.238 0.239 0.240 0.240 0.240 
10828 0.236 0.238 0.239 0.240 0.240 0.240 
10829 0.236 0.238 0.239 0.240 0.240 0.240 
10830 0.236 0.238 0.239 0.240 0.240 0.240 
10831 0.236 0.238 0.239 0.240 0.240 0.240 
10832 0.236 0.238 0.239 0.240 0.240 0.240 
10833 0.236 0.238 0.239 0.240 0.240 0.240 
10834 0.236 0.238 0.239 0.240 0.240 0.240 
10835 0.236 0.238 0.239 0.240 0.240 0.240 
10836 0.236 0.238 0.239 0.240 0.240 0.240 
10837 0.236 0.238 0.239 0.240 0.240 0.240 
10838 0.236 0.238 0.239 0.240 0.240 0.240 
10839 0.236 0.238 0.239 0.240 0.240 0.240 
10840 0.236 0.238 0.239 0.240 0.240 0.240 
10841 0.236 0.238 0.239 0.240 0.240 0.240 
10842 0.236 0.238 0.239 0.240 0.240 0.240 
10843 0.236 0.238 0.239 0.240 0.240 0.240 
10844 0.236 0.238 0.239 0.240 0.240 0.240 
10845 0.236 0.238 0.239 0.240 0.240 0.240 
10846 0.236 0.238 0.239 0.240 0.240 0.240 
10847 0.236 0.238 0.239 0.240 0.240 0.240 
10848 0.236 0.238 0.239 0.240 0.240 0.240 
10849 0.236 0.238 0.239 0.240 0.240 0.240 
10850 0.236 0.238 0.239 0.240 0.240 0.240 
10851 0.236 0.238 0.239 0.240 0.240 0.240 
10852 0.236 0.238 0.239 0.240 0.240 0.240 
10853 0.236 0.238 0.239 0.240 0.240 0.240 
10854 0.236 0.238 0.239 0.240 0.240 0.240 
10855 0.236 0.238 0.239 0.240 0.240 0.240 
10856 0.236 0.238 0.239 0.240 0.240 0.240 
10857 0.236 0.238 0.239 0.240 0.240 0.240 
10858 0.236 0.238 0.239 0.240 0.240 0.240 
10859 0.236 0.238 0.239 0.240 0.240 0.240 
10860 0.236 0.238 0.239 0.240 0.240 0.240 
10861 0.236 0.238 0.239 0.240 0.240 0.240 
10862 0.236 0.238 0.239 0.240 0.240 0.240 
10863 0.236 0.238 0.239 0.240 0.240 0.240 
10864 0.236 0.238 0.239 0.240 0.240 0.240 
10865 0.236 0.238 0.239 0.240 0.240 0.240 
10866 0.236 0.238 0.239 0.240 0.240 0.240 
10867 0.236 0.238 0.239 0.240 0.240 0.240 
10868 0.236 0.238 0.239 0.240 0.240 0.240 
10869 0.236 0.238 0.239 0.240 0.240 0.240 
10870 0.236 0.238 0.239 0.240 0.240 0.240 
10871 0.236 0.238 0.239 0.240 0.240 0.240 
10872 0.236 0.238 0.239 0.240 0.240 0.240 
10873 0.236 0.238 0.239 0.240 0.240 0.240 
10874 0.236 0.238 0.239 0.240 0.240 0.240 
10875 0.236 0.238 0.239 0.240 0.240 0.240 
10876 0.236 0.238 0.239 0.240 0.240 0.240 
10877 0.236 0.238 0.239 0.240 0.240 0.240 
10878 0.236 0.238 0.239 0.240 0.240 0.240 
10879 0.236 0.238 0.239 0.240 0.240 0.240 
10880 0.236 0.238 0.239 0.240 0.240 0.240 
10881 0.236 0.238 0.239 0.240 0.240 0.240 
10882 0.236 0.238 0.239 0.240 0.240 0.240 
10883 0.236 0.238 0.239 0.240 0.240 0.240 
10884 0.236 0.238 0.239 0.240 0.240 0.240 
10885 0.236 0.238 0.239 0.240 0.240 0.240 
10886 0.236 0.238 0.239 0.240 0.240 0.240 
10887 0.236 0.238 0.239 0.240 0.240 0.240 
10888 0.236 0.238 0.239 0.240 0.240 0.240 
10889 0.236 0.238 0.239 0.240 0.240 0.240 
10890 0.236 0.238 0.239 0.240 0.240 0.240 
10891 0.236 0.238 0.239 0.240 0.240 0.240 
10892 0.236 0.238 0.239 0.240 0.240 0.240 
10893 0.236 0.238 0.239 0.240 0.240 0.240 
10894 0.236 0.238 0.239 0.240 0.240 0.240 
10895 0.236 0.238 0.239 0.240 0.240 0.240 
10896 0.236 0.238 0.239 0.240 0.240 0.240 
10897 0.236 0.238 0.239 0.240 0.240 0.240 
10898 0.236 0.238 0.239 0.240 0.240 0.240 
10899 0.236 0.238 0.239 0.240 0.240 0.240 
10900 0.236 0.238 0.239 0.240 0.240 0.240 
10901 0.236 0.238 0.239 0.240 0.240 0.240 
10902 0.236 0.238 0.239 0.240 0.240 0.240 
10903 0.236 0.238 0.239 0.240 0.240 0.240 
10904 0.236 0.238 0.239 0.240 0.240 0.240 
10905 0.236 0.238 0.239 0.240 0.240 0.240 
10906 0.236 0.238 0.239 0.240 0.240 0.240 
10907 0.236 0.238 0.239 0.240 0.240 0.240 
10908 0.236 0.238 0.239 0.240 0.240 0.240 
10909 0.236 0.238 0.239 0.240 0.240 0.240 
10910 0.236 0.238 0.239 0.240 0.240 0.240 
10911 0.236 0.238 0.239 0.240 0.240 0.240 
10912 0.236 0.238 0.239 0.240 0.240 0.240 
10913 0.236 0.238 0.239 0.240 0.240 0.240 
10914 0.236 0.238 0.239 0.240 0.240 0.240 
10915 0.236 0.238 0.239 0.240 0.240 0.240 
10916 0.236 0.238 0.239 0.240 0.240 0.240 
10917 0.236 0.238 0.239 0.240 0.240 0.240 
10918 0.236 0.238 0.239 0.240 0.240 0.240 
10919 0.236 0.238 0.239 0.240 0.240 0.240 
10920 0.236 0.238 0.239 0.240 0.240 0.240 
10921 0.236 0.238 0.239 0.240 0.240 0.240 
10922 0.236 0.238 0.239 0.240 0.240 0.240 
10923 0.236 0.238 0.239 0.240 0.240 0.240 
10924 0.236 0.238 0.239 0.240 0.240 0.240 
10925 0.236 0.238 0.239 0.240 0.240 0.240 
10926 0.236 0.238 0.239 0.240 0.240 0.240 
10927 0.236 0.238 0.239 0.240 0.240 0.240 
10928 0.236 0.238 0.239 0.240 0.240 0.240 
10929 0.236 0.238 0.239 0.240 0.240 0.240 
10930 0.236 0.238 0.239 0.240 0.240 0.240 
10931 0.236 0.238 0.239 0.240 0.240 0.240 
10932 0.236 0.238 0.239 0.240 0.240 0.240 
10933 0.236 0.238 0.239 0.240 0.240 0.240 
10934 0.236 0.238 0.239 0.240 0.240 0.240 
10935 0.236 0.238 0.239 0.240 0.240 0.240 
10936 0.236 0.238 0.239 0.240 0.240 0.240 
10937 0.236 0.238 0.239 0.240 0.240 0.240 
10938 0.236 0.238 0.239 0.240 0.240 0.240 
10939 0.236 0.238 0.239 0.240 0.240 0.240 
10940 0.236 0.238 0.239 0.240 0.240 0.240 
10941 0.236 0.238 0.239 0.240 0.240 0.240 
10942 0.236 0.238 0.239 0.240 0.240 0.240 
10943 0.236 0.238 0.239 0.240 0.240 0.240 
10944 0.236 0.238 0.239 0.240 0.240 0.240 
10945 0.236 0.238 0.239 0.240 0.240 0.240 
10946 0.236 0.238 0.239 0.240 0.240 0.240 
10947 0.236 0.238 0.239 0.240 0.240 0.240 
10948 0.236 0.238 0.239 0.240 0.240 0.240 
10949 0.236 0.238 0.239 0.240 0.240 0.240 
10950 0.236 0.238 0.239 0.240 0.240 0.240 
10951 0.236 0.238 0.239 0.240 0.240 0.240 
10952 0.236 0.238 0.239 0.240 0.240 0.240 
10953 0.236 0.238 0.239 0.240 0.240 0.240 
10954 0.236 0.238 0.239 0.240 0.240 0.240 
10955 0.236 0.238 0.239 0.240 0.240 0.240 
10956 0.236 0.238 0.239 0.240 0.240 0.240 
10957 0.236 0.238 0.239 0.240 0.240 0.240 
10958 0.236 0.238 0.239 0.240 0.240 0.240 
10959 0.236 0.238 0.239 0.240 0.240 0.240 
10960 0.236 0.238 0.239 0.240 0.240 0.240 
10961 0.236 0.238 0.239 0.240 0.240 0.240 
10962 0.236 0.238 0.239 0.240 0.240 0.240 
10963 0.236 0.238 0.239 0.240 0.240 0.240 
10964 0.236 0.238 0.239 0.240 0.240 0.240 
10965 0.236 0.238 0.239 0.240 0.240 0.240 
10966 0.236 0.238 0.239 0.240 0.240 0.240 
10967 0.236 0.238 0.239 0.240 0.240 0.240 
10968 0.236 0.238 0.239 0.240 0.240 0.240 
10969 0.236 0.238 0.239 0.240 0.240 0.240 
10970 0.236 0.238 0.239 0.240 0.240 0.240 
10971 0.236 0.238 0.239 0.240 0.240 0.240 
10972 0.236 0.238 0.239 0.240 0.240 0.240 
10973 0.236 0.238 0.239 0.240 0.240 0.240 
10974 0.236 0.238 0.239 0.240 0.240 0.240 
10975 0.236 0.238 0.239 0.240 0.240 0.240 
10976 0.236 0.238 0.239 0.240 0.240 0.240 
10977 0.236 0.238 0.239 0.240 0.240 0.240 
10978 0.236 0.238 0.239 0.240 0.240 0.240 
10979 0.236 0.238 0.239 0.240 0.240 0.240 
10980 0.236 0.238 0.239 0.240 0.240 0.240 
10981 0.236 0.238 0.239 0.240 0.240 0.240 
10982 0.236 0.238 0.239 0.240 0.240 0.240 
10983 0.236 0.238 0.239 0.240 0.240 0.240 
10984 0.236 0.238 0.239 0.240 0.240 0.240 
10985 0.236 0.238 0.239 0.240 0.240 0.240 
10986 0.236 0.238 0.239 0.240 0.240 0.240 
10987 0.236 0.238 0.239 0.240 0.240 0.240 
10988 0.236 0.238 0.239 0.240 0.240 0.240 
10989 0.236 0.238 0.239 0.240 0.240 0.240 
10990 0.236 0.238 0.239 0.240 0.240 0.240 
10991 0.236 0.238 0.239 0.240 0.240 0.240 
10992 0.236 0.238 0.239 0.240 0.240 0.240 
10993 0.236 0.238 0.239 0.240 0.240 0.240 
10994 0.236 0.238 0.239 0.240 0.240 0.240 
10995 0.236 0.238 0.239 0.240 0.240 0.240 
10996 0.236 0.238 0.239 0.240 0.240 0.240 
10997 0.236 0.238 0.239 0.240 0.240 0.240 
10998 0.236 0.238 0.239 0.240 0.240 0.240 
10999 0.236 0.238 0.239 0.240 0.240 0.240 
11000 0.236 0.238 0.239 0.240 0.240 0.240 
11001 0.236 0.238 0.239 0.240 0.240 0.240 
11002 0.236 0.238 0.239 0.240 0.240 0.240 
11003 0.235 0.238 0.239 0.240 0.240 0.240 
11004 0.235 0.238 0.239 0.240 0.240 0.240 
11005 0.235 0.238 0.239 0.240 0.240 0.240 
11006 0.235 0.238 0.239 0.240 0.240 0.240 
11007 0.235 0.238 0.239 0.240 0.240 0.240 
11008 0.235 0.238 0.239 0.240 0.240 0.240 
11009 0.235 0.238 0.239 0.240 0.240 0.240 
11010 0.236 0.238 0.239 0.240 0.240 0.240 
11011 0.236 0.238 0.239 0.240 0.240 0.240 
11012 0.236 0.238 0.239 0.240 0.240 0.240 
11013 0.236 0.238 0.239 0.240 0.240 0.240 
11014 0.236 0.238 0.239 0.240 0.240 0.240 
11015 0.236 0.238 0.239 0.240 0.240 0.240 
11016 0.236 0.238 0.239 0.240 0.240 0.240 
11017 0.236 0.238 0.239 0.240 0.240 0.240 
11018 0.236 0.238 0.239 0.240 0.240 0.240 
11019 0.236 0.238 0.239 0.240 0.240 0.240 
11020 0.236 0.238 0.239 0.240 0.240 0.240 
11021 0.236 0.238 0.239 0.240 0.240 0.240 
11022 0.236 0.238 0.239 0.240 0.240 0.240 
11023 0.236 0.238 0.239 0.240 0.240 0.240 
11024 0.236 0.238 0.239 0.240 0.240 0.240 
11025 0.236 0.238 0.239 0.240 0.240 0.240 
11026 0.236 0.238 0.239 0.240 0.240 0.240 
11027 0.236 0.238 0.239 0.240 0.240 0.240 
11028 0.236 0.238 0.239 0.240 0.240 0.240 
11029 0.236 0.238 0.239 0.240 0.240 0.240 
11030 0.236 0.238 0.239 0.240 0.240 0.240 
11031 0.236 0.238 0.239 0.240 0.240 0.240 
11032 0.236 0.238 0.239 0.240 0.240 0.240 
11033 0.236 0.238 0.239 0.240 0.240 0.240 
11034 0.236 0.238 0.239 0.240 0.240 0.240 
11035 0.236 0.238 0.239 0.240 0.240 0.240 
11036 0.236 0.238 0.239 0.240 0.240 0.240 
11037 0.236 0.238 0.239 0.240 0.240 0.240 
11038 0.236 0.238 0.239 0.240 0.240 0.240 
11039 0.236 0.238 0.239 0.240 0.240 0.240 
11040 0.236 0.238 0.239 0.240 0.240 0.240 
11041 0.236 0.238 0.239 0.240 0.240 0.240 
11042 0.236 0.238 0.239 0.240 0.240 0.240 
11043 0.236 0.238 0.239 0.240 0.240 0.240 
11044 0.236 0.238 0.239 0.240 0.240 0.240 
11045 0.236 0.238 0.239 0.240 0.240 0.240 
11046 0.236 0.238 0.239 0.240 0.240 0.240 
11047 0.236 0.238 0.239 0.240 0.240 0.240 
11048 0.236 0.238 0.239 0.240 0.240 0.240 
11049 0.236 0.238 0.239 0.240 0.240 0.240 
11050 0.236 0.238 0.239 0.240 0.240 0.240 
11051 0.236 0.238 0.239 0.240 0.240 0.240 
11052 0.236 0.238 0.239 0.240 0.240 0.240 
11053 0.236 0.238 0.239 0.240 0.240 0.240 
11054 0.236 0.238 0.239 0.240 0.240 0.240 
11055 0.236 0.238 0.239 0.240 0.240 0.240 
11056 0.236 0.238 0.239 0.240 0.240 0.240 
11057 0.236 0.238 0.239 0.240 0.240 0.240 
11058 0.236 0.238 0.239 0.240 0.240 0.240 
11059 0.236 0.238 0.239 0.240 0.240 0.240 
11060 0.236 0.238 0.239 0.240 0.240 0.240 
11061 0.236 0.238 0.239 0.240 0.240 0.240 
11062 0.236 0.238 0.239 0.240 0.240 0.240 
11063 0.236 0.238 0.239 0.240 0.240 0.240 
11064 0.236 0.238 0.239 0.240 0.240 0.240 
11065 0.236 0.238 0.239 0.240 0.240 0.240 
11066 0.236 0.238 0.239 0.240 0.240 0.240 
11067 0.236 0.238 0.239 0.240 0.240 0.240 
11068 0.236 0.238 0.239 0.240 0.240 0.240 
11069 0.236 0.238 0.239 0.240 0.240 0.240 
11070 0.236 0.238 0.239 0.240 0.240 0.240 
11071 0.236 0.238 0.239 0.240 0.240 0.240 
11072 0.236 0.238 0.239 0.240 0.240 0.240 
11073 0.236 0.238 0.239 0.240 0.240 0.240 
11074 0.236 0.238 0.239 0.240 0.240 0.240 
11075 0.236 0.238 0.239 0.240 0.240 0.240 
11076 0.236 0.238 0.239 0.240 0.240 0.240 
11077 0.236 0.238 0.239 0.240 0.240 0.240 
11078 0.236 0.238 0.239 0.240 0.240 0.240 
11079 0.236 0.238 0.239 0.240 0.240 0.240 
11080 0.236 0.238 0.239 0.240 0.240 0.240 
11081 0.236 0.238 0.239 0.240 0.240 0.240 
11082 0.236 0.238 0.239 0.240 0.240 0.240 
11083 0.236 0.238 0.239 0.240 0.240 0.240 
11084 0.236 0.238 0.239 0.240 0.240 0.240 
11085 0.236 0.238 0.239 0.240 0.240 0.240 
11086 0.236 0.238 0.239 0.240 0.240 0.240 
11087 0.236 0.238 0.239 0.240 0.240 0.240 
11088 0.236 0.238 0.239 0.240 0.240 0.240 
11089 0.236 0.238 0.239 0.240 0.240 0.240 
11090 0.236 0.238 0.239 0.240 0.240 0.240 
11091 0.236 0.238 0.239 0.240 0.240 0.240 
11092 0.236 0.238 0.239 0.240 0.240 0.240 
11093 0.236 0.238 0.239 0.240 0.240 0.240 
11094 0.236 0.238 0.239 0.240 0.240 0.240 
11095 0.236 0.238 0.239 0.240 0.240 0.240 
11096 0.236 0.238 0.239 0.240 0.240 0.240 
11097 0.236 0.238 0.239 0.240 0.240 0.240 
11098 0.236 0.238 0.239 0.240 0.240 0.240 
11099 0.236 0.238 0.239 0.240 0.240 0.240 
11100 0.236 0.238 0.239 0.240 0.240 0.240 
11101 0.236 0.238 0.239 0.240 0.240 0.240 
11102 0.236 0.238 0.239 0.240 0.240 0.240 
11103 0.236 0.238 0.239 0.240 0.240 0.240 
11104 0.236 0.238 0.239 0.240 0.240 0.240 
11105 0.236 0.238 0.239 0.240 0.240 0.240 
11106 0.236 0.238 0.239 0.240 0.240 0.240 
11107 0.236 0.238 0.239 0.240 0.240 0.240 
11108 0.236 0.238 0.239 0.240 0.240 0.240 
11109 0.236 0.238 0.239 0.240 0.240 0.240 
11110 0.236 0.238 0.239 0.240 0.240 0.240 
11111 0.236 0.238 0.239 0.240 0.240 0.240 
11112 0.236 0.238 0.239 0.240 0.240 0.240 
11113 0.236 0.238 0.239 0.240 0.240 0.240 
11114 0.236 0.238 0.239 0.240 0.240 0.240 
11115 0.236 0.238 0.239 0.240 0.240 0.240 
11116 0.236 0.238 0.239 0.240 0.240 0.240 
11117 0.236 0.238 0.239 0.240 0.240 0.240 
11118 0.236 0.238 0.239 0.240 0.240 0.240 
11119 0.236 0.238 0.239 0.240 0.240 0.240 
11120 0.236 0.238 0.239 0.240 0.240 0.240 
11121 0.236 0.238 0.239 0.240 0.240 0.240 
11122 0.236 0.238 0.239 0.240 0.240 0.240 
11123 0.236 0.238 0.239 0.240 0.240 0.240 
11124 0.236 0.238 0.239 0.240 0.240 0.240 
11125 0.236 0.238 0.239 0.240 0.240 0.240 
11126 0.236 0.238 0.239 0.240 0.240 0.240 
11127 0.236 0.238 0.239 0.240 0.240 0.240 
11128 0.236 0.238 0.239 0.240 0.240 0.240 
11129 0.236 0.238 0.239 0.240 0.240 0.240 
11130 0.236 0.238 0.239 0.240 0.240 0.240 
11131 0.236 0.238 0.239 0.240 0.240 0.240 
11132 0.236 0.238 0.239 0.240 0.240 0.240 
11133 0.236 0.238 0.239 0.240 0.240 0.240 
11134 0.236 0.238 0.239 0.240 0.240 0.240 
11135 0.236 0.238 0.239 0.240 0.240 0.240 
11136 0.236 0.238 0.239 0.240 0.240 0.240 
11137 0.236 0.238 0.239 0.240 0.240 0.240 
11138 0.236 0.238 0.239 0.240 0.240 0.240 
11139 0.236 0.238 0.239 0.240 0.240 0.240 
11140 0.236 0.238 0.239 0.240 0.240 0.240 
11141 0.236 0.238 0.239 0.240 0.240 0.240 
11142 0.236 0.238 0.239 0.240 0.240 0.240 
11143 0.236 0.238 0.239 0.240 0.240 0.240 
11144 0.236 0.238 0.239 0.240 0.240 0.240 
11145 0.236 0.238 0.239 0.240 0.240 0.240 
11146 0.236 0.238 0.239 0.240 0.240 0.240 
11147 0.236 0.238 0.239 0.240 0.240 0.240 
11148 0.236 0.238 0.239 0.240 0.240 0.240 
11149 0.236 0.238 0.239 0.240 0.240 0.240 
11150 0.236 0.238 0.239 0.240 0.240 0.240 
11151 0.236 0.238 0.239 0.240 0.240 0.240 
11152 0.236 0.238 0.239 0.240 0.240 0.240 
11153 0.236 0.238 0.239 0.240 0.240 0.240 
11154 0.236 0.238 0.239 0.240 0.240 0.240 
11155 0.236 0.238 0.239 0.240 0.240 0.240 
11156 0.236 0.238 0.239 0.240 0.240 0.240 
11157 0.236 0.238 0.239 0.240 0.240 0.240 
11158 0.236 0.238 0.239 0.240 0.240 0.240 
11159 0.236 0.238 0.239 0.240 0.240 0.240 
11160 0.236 0.238 0.239 0.240 0.240 0.240 
11161 0.236 0.238 0.239 0.240 0.240 0.240 
11162 0.236 0.238 0.239 0.240 0.240 0.240 
11163 0.236 0.238 0.239 0.240 0.240 0.240 
11164 0.236 0.238 0.239 0.240 0.240 0.240 
11165 0.236 0.238 0.239 0.240 0.240 0.240 
11166 0.236 0.238 0.239 0.240 0.240 0.240 
11167 0.236 0.238 0.239 0.240 0.240 0.240 
11168 0.236 0.238 0.239 0.240 0.240 0.240 
11169 0.236 0.238 0.239 0.240 0.240 0.240 
11170 0.236 0.238 0.239 0.240 0.240 0.240 
11171 0.236 0.238 0.239 0.240 0.240 0.240 
11172 0.236 0.238 0.239 0.240 0.240 0.240 
11173 0.236 0.238 0.239 0.240 0.240 0.240 
11174 0.236 0.238 0.239 0.240 0.240 0.240 
11175 0.236 0.238 0.239 0.240 0.240 0.240 
11176 0.236 0.238 0.239 0.240 0.240 0.240 
11177 0.236 0.238 0.239 0.240 0.240 0.240 
11178 0.236 0.238 0.239 0.240 0.240 0.240 
11179 0.236 0.238 0.239 0.240 0.240 0.240 
11180 0.236 0.238 0.239 0.240 0.240 0.240 
11181 0.236 0.238 0.239 0.240 0.240 0.240 
11182 0.236 0.238 0.239 0.240 0.240 0.240 
11183 0.236 0.238 0.239 0.240 0.240 0.240 
11184 0.236 0.238 0.239 0.240 0.240 0.240 
11185 0.236 0.238 0.239 0.240 0.240 0.240 
11186 0.236 0.238 0.239 0.240 0.240 0.240 
11187 0.236 0.238 0.239 0.240 0.240 0.240 
11188 0.236 0.238 0.239 0.240 0.240 0.240 
11189 0.236 0.238 0.239 0.240 0.240 0.240 
11190 0.236 0.238 0.239 0.240 0.240 0.240 
11191 0.236 0.238 0.239 0.240 0.240 0.240 
11192 0.236 0.238 0.239 0.240 0.240 0.240 
11193 0.236 0.238 0.239 0.240 0.240 0.240 
11194 0.236 0.238 0.239 0.240 0.240 0.240 
11195 0.236 0.238 0.239 0.240 0.240 0.240 
11196 0.236 0.238 0.239 0.240 0.240 0.240 
11197 0.236 0.238 0.239 0.240 0.240 0.240 
11198 0.236 0.238 0.239 0.240 0.240 0.240 
11199 0.236 0.238 0.239 0.240 0.240 0.240 
11200 0.236 0.238 0.239 0.240 0.240 0.240 
11201 0.236 0.238 0.239 0.240 0.240 0.240 
11202 0.236 0.238 0.239 0.240 0.240 0.240 
11203 0.236 0.238 0.239 0.240 0.240 0.240 
11204 0.236 0.238 0.239 0.240 0.240 0.240 
11205 0.236 0.238 0.239 0.240 0.240 0.240 
11206 0.236 0.238 0.239 0.240 0.240 0.240 
11207 0.236 0.238 0.239 0.240 0.240 0.240 
11208 0.236 0.238 0.239 0.240 0.240 0.240 
11209 0.236 0.238 0.239 0.240 0.240 0.240 
11210 0.236 0.238 0.239 0.240 0.240 0.240 
11211 0.236 0.238 0.239 0.240 0.240 0.240 
11212 0.236 0.238 0.239 0.240 0.240 0.240 
11213 0.236 0.238 0.239 0.240 0.240 0.240 
11214 0.236 0.238 0.239 0.240 0.240 0.240 
11215 0.236 0.238 0.239 0.240 0.240 0.240 
11216 0.236 0.238 0.239 0.240 0.240 0.240 
11217 0.236 0.238 0.239 0.240 0.240 0.240 
11218 0.236 0.238 0.239 0.240 0.240 0.240 
11219 0.236 0.238 0.239 0.240 0.240 0.240 
11220 0.236 0.238 0.239 0.240 0.240 0.240 
11221 0.236 0.238 0.239 0.240 0.240 0.240 
11222 0.236 0.238 0.239 0.240 0.240 0.240 
11223 0.236 0.238 0.239 0.240 0.240 0.240 
11224 0.236 0.238 0.239 0.240 0.240 0.240 
11225 0.236 0.238 0.239 0.240 0.240 0.240 
11226 0.236 0.238 0.239 0.240 0.240 0.240 
11227 0.236 0.238 0.239 0.240 0.240 0.240 
11228 0.236 0.238 0.239 0.240 0.240 0.240 
11229 0.236 0.238 0.239 0.240 0.240 0.240 
11230 0.236 0.238 0.239 0.240 0.240 0.240 
11231 0.236 0.238 0.239 0.240 0.240 0.240 
11232 0.236 0.238 0.239 0.240 0.240 0.240 
11233 0.236 0.238 0.239 0.240 0.240 0.240 
